Name,hermes.d.vmsub.zxpt.pi+
Comment,HERMES deutron-to-pi+ (zxpt-3D) vmsub. thFactor contains DIS normalization (by MSHT20nnlo)
Reference,1212.5407
Process type,SIDIS
Number of points,335
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
hermes.d.vmsub.zxpt.pi+.0,1 / 1 / 1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1509102,0.1,0.2,0.1104111,0.0,0.15,3.958759,0.05016465,0.4982168,0.11933100931367135,0.008126687124525531,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.1,1 / 1 / 1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1548277,0.1,0.2,0.2226635,0.15,0.25,8.119493,0.06337268,0.5313309,0.24475026007021125,0.012190030686788296,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.2,1 / 1 / 1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1564604,0.1,0.2,0.3287458,0.25,0.35,9.023596,0.0621737,0.411911,0.2720031247971416,0.012190030686788297,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.3,1 / 1 / 1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1589897,0.1,0.2,0.4397235,0.35,0.45,7.179964,0.0610451,0.2614694,0.2164295303037707,0.01219003068678829,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.4,1 / 1 / 1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1615771,0.1,0.2,0.5778117,0.45,0.6,4.522384,0.05202488,0.3266121,0.1363206619104619,0.008126687124525531,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.5,1 / 1 / 1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1665684,0.1,0.2,0.7812505,0.6,0.8,1.762375,0.05265482,0.306772,0.053124220883155944,0.006095015343394145,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.6,1 / 1 / 1 / 2002,52.657444,1.1182092827373595,1.0,4.47213595499958,0.03752366,0.023,0.047,0.1690838,0.1,0.2,1.034574,0.8,1.2,0.2307967,0.05030301,0.03934285,0.0069570295027468485,0.0030475076716970743,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.7,1 / 1 / 1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.2287176,0.2,0.25,0.1037035,0.0,0.15,1.774099,0.0485584,0.08794667,0.05347762374329305,0.016253374249051065,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.8,1 / 1 / 1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.233352,0.2,0.25,0.2124866,0.15,0.25,4.007687,0.06812956,0.2427637,0.12080587242701048,0.024380061373576598,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.9,1 / 1 / 1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.2352547,0.2,0.25,0.315913,0.25,0.35,4.556011,0.06424602,0.3481957,0.13733429872194522,0.0243800613735766,True,0.1,0.85,10.0,10000.0,0.938,0.139
