Name,compass.d.h+
Comment,COMPASS isoscalar h+. thFactor contains DIS normalization (by MSHT20nnlo)
Reference,1709.07374
Process type,SIDIS
Number of points,2332
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
compass.d.h+.0,1 / 1 / 1 / 2103,301.03984399999996,6.5,4.0,9.0,0.155,0.1,0.21,0.25,0.2,0.3,0.29953523924572845,0.282842712474619,0.31622776601683794,6.2719,0.3126,0.6591766899999999,0.08425429485259768,0.35296861126734197,True,0.1,0.9,25.0,10000.0,0.938,0.139
compass.d.h+.1,1 / 1 / 1 / 2103,301.03984399999996,6.5,4.0,9.0,0.155,0.1,0.21,0.25,0.2,0.3,0.3313189637653067,0.31622776601683794,0.34641016151377546,6.2175,0.3135,0.65097225,0.08352350615380126,0.3529686112673422,True,0.1,0.9,25.0,10000.0,0.938,0.139
compass.d.h+.2,1 / 1 / 1 / 2103,301.03984399999996,6.5,4.0,9.0,0.155,0.1,0.21,0.25,0.2,0.3,0.3602879500955848,0.34641016151377546,0.37416573867739417,5.0537,0.2711,0.5407459,0.06788946410124093,0.3529686112673417,True,0.1,0.9,25.0,10000.0,0.938,0.139
compass.d.h+.3,1 / 1 / 1 / 2103,301.03984399999996,6.5,4.0,9.0,0.155,0.1,0.21,0.25,0.2,0.3,0.3932381506195801,0.37416573867739417,0.41231056256176607,4.8854,0.2244,0.52127218,0.06562858656433947,0.23531240751156135,True,0.1,0.9,25.0,10000.0,0.938,0.139
compass.d.h+.4,1 / 1 / 1 / 2103,301.03984399999996,6.5,4.0,9.0,0.155,0.1,0.21,0.25,0.2,0.3,0.429762079030862,0.41231056256176607,0.4472135954999579,4.1757,0.2275,0.45974457,0.05609474944051917,0.23531240751156154,True,0.1,0.9,25.0,10000.0,0.938,0.139
compass.d.h+.5,1 / 1 / 1 / 2103,301.03984399999996,6.5,4.0,9.0,0.155,0.1,0.21,0.25,0.2,0.3,0.46339837391561495,0.4472135954999579,0.47958315233127197,4.0316,0.1921,0.44468547999999997,0.05415896540565584,0.23531240751156113,True,0.1,0.9,25.0,10000.0,0.938,0.139
compass.d.h+.6,1 / 1 / 1 / 2103,301.03984399999996,6.5,4.0,9.0,0.155,0.1,0.21,0.25,0.2,0.3,0.4995991973009676,0.47958315233127197,0.5196152422706632,3.2015,0.1547,0.3592083,0.04300772094111696,0.1764843056336707,True,0.1,0.9,25.0,10000.0,0.938,0.139
compass.d.h+.7,1 / 1 / 1 / 2103,301.03984399999996,6.5,4.0,9.0,0.155,0.1,0.21,0.25,0.2,0.3,0.5336688998879147,0.5196152422706632,0.5477225575051661,2.6976,0.1663,0.31912608,0.03623852194619932,0.23531240751156246,True,0.1,0.9,25.0,10000.0,0.938,0.139
compass.d.h+.8,1 / 1 / 1 / 2103,301.03984399999996,6.5,4.0,9.0,0.155,0.1,0.21,0.25,0.2,0.3,0.5696652679075638,0.5477225575051661,0.5916079783099616,2.2901,0.1188,0.26954477,0.030764323513119463,0.14118744450693665,True,0.1,0.9,25.0,10000.0,0.938,0.139
compass.d.h+.9,1 / 1 / 1 / 2103,301.03984399999996,6.5,4.0,9.0,0.155,0.1,0.21,0.25,0.2,0.3,0.6120317551718187,0.5916079783099616,0.6324555320336759,2.062,0.1158,0.25012059999999997,0.02770011575217341,0.14118744450693665,True,0.1,0.9,25.0,10000.0,0.938,0.139
