Name,hermes.d.vmsub.zxpt.k-
Comment,HERMES deutron-to-k- (zxpt-3D) vmsub. thFactor contains DIS normalization (by MSHT20nnlo)
Reference,1212.5407
Process type,SIDIS
Number of points,326
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
hermes.d.vmsub.zxpt.k-.0,1 / 1 / -2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1489809,0.1,0.2,0.1041925,0.0,0.15,0.3225412,0.01873054,0.02668133,0.009722533486186638,0.008126687124525531,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.d.vmsub.zxpt.k-.1,1 / 1 / -2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.150414,0.1,0.2,0.2112027,0.15,0.25,0.6676856,0.02359329,0.03316289,0.020126407430258886,0.012190030686788296,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.d.vmsub.zxpt.k-.2,1 / 1 / -2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1496407,0.1,0.2,0.3165891,0.25,0.35,0.7660444,0.02271189,0.03783569,0.023091289828728087,0.012190030686788297,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.d.vmsub.zxpt.k-.3,1 / 1 / -2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1480272,0.1,0.2,0.4154507,0.35,0.45,0.6684022,0.02421892,0.03193769,0.020148008290850342,0.01219003068678829,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.d.vmsub.zxpt.k-.4,1 / 1 / -2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1542267,0.1,0.2,0.5577426,0.45,0.6,0.4234956,0.02054772,0.01800103,0.012765656456454874,0.008126687124525531,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.d.vmsub.zxpt.k-.5,1 / 1 / -2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1599041,0.1,0.2,0.7505442,0.6,0.8,0.2371752,0.02356075,0.007480734,0.0071493000711010364,0.006095015343394145,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.d.vmsub.zxpt.k-.6,1 / 1 / -2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1418699,0.1,0.2,0.8875685,0.8,1.2,0.01081378,0.01995079,0.001362128,0.00032596560737746175,0.0030475076716970743,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.d.vmsub.zxpt.k-.7,1 / 1 / -2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.2236557,0.2,0.25,0.09881244,0.0,0.15,0.1917543,0.01851999,0.006565161,0.005780153366051465,0.016253374249051065,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.d.vmsub.zxpt.k-.8,1 / 1 / -2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.2282167,0.2,0.25,0.2088893,0.15,0.25,0.3949782,0.02562604,0.01111152,0.011906041075725283,0.024380061373576598,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.d.vmsub.zxpt.k-.9,1 / 1 / -2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.2300192,0.2,0.25,0.30961,0.25,0.35,0.4497139,0.02371519,0.01055709,0.01355596882492404,0.0243800613735766,True,0.1,0.85,10.0,10000.0,0.938,0.494
