Name,hermes.d.no-vmsub.zxpt.pi-
Comment,HERMES deutron-to-pi- (zxpt-3D) no-vmsub. thFactor contains DIS normalization (by MSHT20nnlo)
Reference,1212.5407
Process type,SIDIS
Number of points,335
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
hermes.d.no-vmsub.zxpt.pi-.0,1 / 1 / -1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1519976,0.1,0.2,0.1107234,0.0,0.15,3.734283,0.04706197,0.4503234,0.1125645080826806,0.008126687124525531,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.1,1 / 1 / -1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1538399,0.1,0.2,0.2216789,0.15,0.25,7.590938,0.05935126,0.4724466,0.22881774141277653,0.012190030686788296,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.2,1 / 1 / -1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1552639,0.1,0.2,0.3270037,0.25,0.35,8.305356,0.05732581,0.7383447,0.2503528288004792,0.012190030686788297,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.3,1 / 1 / -1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1579656,0.1,0.2,0.4383999,0.35,0.45,6.633152,0.05668738,0.7481209,0.19994668104095192,0.01219003068678829,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.4,1 / 1 / -1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1600849,0.1,0.2,0.577428,0.45,0.6,4.05885,0.04767398,0.4541563,0.12234810635171146,0.008126687124525531,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.5,1 / 1 / -1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.165578,0.1,0.2,0.7804701,0.6,0.8,1.548736,0.04770512,0.1257154,0.04668438519253587,0.006095015343394145,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.6,1 / 1 / -1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.170867,0.1,0.2,1.042909,0.8,1.2,0.319588,0.05241948,0.02586714,0.00963351358456971,0.0030475076716970743,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.7,1 / 1 / -1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.2294398,0.2,0.25,0.1046564,0.0,0.15,1.564174,0.04517096,0.3454196,0.04714974115933872,0.016253374249051065,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.8,1 / 1 / -1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.2334364,0.2,0.25,0.213071,0.15,0.25,3.598019,0.06385918,0.4704496,0.1084570287809302,0.024380061373576598,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.9,1 / 1 / -1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.2338915,0.2,0.25,0.3151613,0.25,0.35,4.286387,0.06139236,0.3381814,0.1292068769579052,0.0243800613735766,True,0.1,0.85,10.0,10000.0,0.938,0.139
