Name,hermes.d.vmsub.zxpt.k+
Comment,HERMES deutron-to-k+ (zxpt-3D) vmsub. thFactor contains DIS normalization (by MSHT20nnlo)
Reference,1212.5407
Process type,SIDIS
Number of points,335
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
hermes.d.vmsub.zxpt.k+.0,1 / 1 / 2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.150202,0.1,0.2,0.1019364,0.0,0.15,0.4424125,0.02207802,0.151783,0.013335878783726067,0.008126687124525531,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.d.vmsub.zxpt.k+.1,1 / 1 / 2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1521749,0.1,0.2,0.2157791,0.15,0.25,0.9090955,0.02778067,0.4091807,0.027403356349178294,0.012190030686788296,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.d.vmsub.zxpt.k+.2,1 / 1 / 2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1522933,0.1,0.2,0.3227291,0.25,0.35,0.9321638,0.02727522,0.2113537,0.028098716567405917,0.012190030686788297,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.d.vmsub.zxpt.k+.3,1 / 1 / 2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1556551,0.1,0.2,0.4371615,0.35,0.45,0.8217226,0.02828755,0.1336878,0.02476962786414991,0.01219003068678829,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.d.vmsub.zxpt.k+.4,1 / 1 / 2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1599346,0.1,0.2,0.5743694,0.45,0.6,0.5963618,0.02401037,0.04693696,0.01797645562918021,0.008126687124525531,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.d.vmsub.zxpt.k+.5,1 / 1 / 2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.17092,0.1,0.2,0.807636,0.8,1.2,0.2628625,0.02454172,0.02026578,0.007923606219958057,0.0030475076716970743,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.d.vmsub.zxpt.k+.6,1 / 1 / 2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1983256,0.1,0.2,1.187806,0.8,1.2,0.03332094,0.02113448,0.002593743,0.0010044110797045953,0.0030475076716970743,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.d.vmsub.zxpt.k+.7,1 / 1 / 2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.2266198,0.2,0.25,0.09980982,0.0,0.15,0.3128942,0.02470473,0.02444452,0.009431738758129441,0.016253374249051065,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.d.vmsub.zxpt.k+.8,1 / 1 / 2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.2301585,0.2,0.25,0.2060025,0.15,0.25,0.5686756,0.03050515,0.0333172,0.01714189555869848,0.024380061373576598,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.d.vmsub.zxpt.k+.9,1 / 1 / 2 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.2341512,0.2,0.25,0.3121649,0.25,0.35,0.600426,0.02915858,0.03572515,0.018098965003469632,0.0243800613735766,True,0.1,0.85,10.0,10000.0,0.938,0.494
