Name,hermes.d.no-vmsub.zxpt.pi+
Comment,HERMES deutron-to-pi+ (zxpt-3D) no-vmsub. thFactor contains DIS normalization (by MSHT20nnlo)
Reference,1212.5407
Process type,SIDIS
Number of points,335
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
hermes.d.no-vmsub.zxpt.pi+.0,1 / 1 / 1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1509102,0.1,0.2,0.1104111,0.0,0.15,3.788645,0.04791506,0.4789479,0.11420317119107135,0.008126687124525531,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi+.1,1 / 1 / 1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1548277,0.1,0.2,0.2226635,0.15,0.25,7.916169,0.06140723,0.5167135,0.23862135499220752,0.012190030686788296,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi+.2,1 / 1 / 1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1564604,0.1,0.2,0.3287458,0.25,0.35,8.676877,0.05965018,0.3927892,0.2615517868353645,0.012190030686788297,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi+.3,1 / 1 / 1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1589897,0.1,0.2,0.4397235,0.35,0.45,6.753929,0.05753435,0.2428932,0.20358732734245127,0.01219003068678829,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi+.4,1 / 1 / 1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1615771,0.1,0.2,0.5778117,0.45,0.6,4.208369,0.0485495,0.3036432,0.12685513827297035,0.008126687124525531,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi+.5,1 / 1 / 1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.1665684,0.1,0.2,0.7812505,0.6,0.8,1.623211,0.04871609,0.2839429,0.048929325316103806,0.006095015343394145,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi+.6,1 / 1 / 1 / 2002,52.657444,1.1182092827373595,1.0,4.47213595499958,0.03752366,0.023,0.047,0.1690838,0.1,0.2,1.034574,0.8,1.2,0.2115765,0.04620996,0.03612126,0.006377664639866682,0.0030475076716970743,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi+.7,1 / 1 / 1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.2287176,0.2,0.25,0.1037035,0.0,0.15,1.720104,0.04697515,0.08560432,0.051850023313993944,0.016253374249051065,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi+.8,1 / 1 / 1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.233352,0.2,0.25,0.2124866,0.15,0.25,3.986803,0.06733474,0.2411139,0.12017635474267893,0.024380061373576598,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi+.9,1 / 1 / 1 / 2002,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.2352547,0.2,0.25,0.315913,0.25,0.35,4.603528,0.06423789,0.353216,0.1387666293006841,0.0243800613735766,True,0.1,0.85,10.0,10000.0,0.938,0.139
