Name,compass.wgt.h-.dx.z>0.1,,,,,,,,,,,,,,,,,,,,,,,,
Comment,COMPASS DSA with worm-gear T (differential in x). ,,,,,,,,,,,,,,,,,,,,,,,,
Reference,Physics Letters B 770 (2017) 138–145,,,,,,,,,,,,,,,,,,,,,,,,
Process type,SIDIS,,,,,,,,,,,,,,,,,,,,,,,,
Number of points,26,,,,,,,,,,,,,,,,,,,,,,,,
Number of uncorr.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
Number of corr.errors,0,,,,,,,,,,,,,,,,,,,,,,,,
Number of norm.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
List of norm.errors (relative),0.03,,,,,,,,,,,,,,,,,,,,,,,,
Total cross-section normalized,False,,,,,,,,,,,,,,,,,,,,,,,,
List of points,,,,,,,,,,,,,,,,,,,,,,,,,
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV] 
compass.wgt.hm.dx_z20, 1 - 1 – 13111, 1 - 1- 2111,301.039844,1.12694276695846,1,2,0.006,0.003,0.008,0.25,0.1,1,0.49,0.1,7,-0.01,0.01,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dx_z21, 1 - 1 – 13111, 1 - 1- 2111,301.039844,1.26095202129185,1,2,0.011,0.008,0.014,0.24,0.1,1,0.48,0.1,7,0.006,0.009,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dx_z22, 1 - 1 – 13111, 1 - 1- 2111,301.039844,1.36014705087354,1,2,0.018,0.014,0.022,0.25,0.1,1,0.46,0.1,7,0.012,0.011,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dx_z23, 1 - 1 – 13111, 1 - 1- 2111,301.039844,1.39642400437689,1,2,0.028,0.022,0.035,0.26,0.1,1,0.43,0.1,7,-0.017,0.017,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dx_z24, 1 - 1 – 13111, 1 - 1- 2111,301.039844,1.50332963783729,1,2,0.043,0.035,0.055,0.26,0.1,1,0.42,0.1,7,0.038,0.028,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dx_z25, 1 - 1 – 13111, 1 - 1- 2111,301.039844,1.70293863659264,1,2,0.07,0.055,0.105,0.26,0.1,1,0.4,0.1,7,-0.001,0.052,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dx_z26, 1 - 1 – 13111, 1 - 1- 2111,301.039844,1.90262975904404,1,2,0.11,0.105,0.145,0.27,0.1,1,0.38,0.1,7,-0.238,0.232,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dx_z27, 1 - 1 – 13111, 1 - 1- 2111,301.039844,2.12132034355964,2,2.5,0.02,0.014,0.022,0.23,0.1,1,0.51,0.1,7,-0.034,0.033,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dx_z28, 1 - 1 – 13111, 1 - 1- 2111,301.039844,2.20454076850486,2,2.5,0.029,0.022,0.035,0.23,0.1,1,0.5,0.1,7,-0.019,0.021,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dx_z29, 1 - 1 – 13111, 1 - 1- 2111,301.039844,2.22261107708929,2,2.5,0.044,0.035,0.055,0.23,0.1,1,0.47,0.1,7,0.029,0.028,1,True,0.1,0.9,10,10000,0.938,0.139
