Name,compass.wgt.h+.dz.z>0.1,,,,,,,,,,,,,,,,,,,,,,,,
Comment,COMPASS DSA with worm-gear T (differential in z). ,,,,,,,,,,,,,,,,,,,,,,,,
Reference,Physics Letters B 770 (2017) 138–145,,,,,,,,,,,,,,,,,,,,,,,,
Process type,SIDIS,,,,,,,,,,,,,,,,,,,,,,,,
Number of points,20,,,,,,,,,,,,,,,,,,,,,,,,
Number of uncorr.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
Number of corr.errors,0,,,,,,,,,,,,,,,,,,,,,,,,
Number of norm.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
List of norm.errors (relative),0.03,,,,,,,,,,,,,,,,,,,,,,,,
Total cross-section normalized,False,,,,,,,,,,,,,,,,,,,,,,,,
List of points,,,,,,,,,,,,,,,,,,,,,,,,,
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV] 
compass.wgt.hp.dz_z20, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.39642400437689,1,2,0.026,0.003701729447998,0.133262260127932,0.14,0.1,0.2,0.41,0.1,7,0.01,0.007,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z21, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.39642400437689,1,2,0.029,0.003701729447998,0.133262260127932,0.24,0.2,0.3,0.47,0.1,7,-0.004,0.01,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z22, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.4,1,2,0.03,0.003701729447998,0.133262260127932,0.35,0.3,0.4,0.51,0.1,7,0.001,0.015,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z23, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.39642400437689,1,2,0.03,0.003701729447998,0.133262260127932,0.48,0.4,0.6,0.55,0.1,7,0.004,0.016,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z24, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.37840487520902,1,2,0.03,0.003701729447998,0.133262260127932,0.74,0.6,1,0.55,0.1,7,-0.017,0.023,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z25, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.067,0.014806917791993,0.208222281449893,0.14,0.1,0.2,0.4,0.1,7,0.01,0.018,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z26, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.072,0.014806917791993,0.208222281449893,0.24,0.2,0.3,0.46,0.1,7,0.041,0.027,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z27, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.075,0.014806917791993,0.208222281449893,0.35,0.3,0.4,0.51,0.1,7,0.043,0.038,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z28, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.077,0.014806917791993,0.208222281449893,0.48,0.4,0.6,0.57,0.1,7,0.09,0.041,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z29, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.079,0.014806917791993,0.208222281449893,0.73,0.6,1,0.62,0.1,7,-0.014,0.063,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z210, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.06104557300279,2.5,4,0.119,0.023135809049988,0.533049040511727,0.14,0.1,0.2,0.4,0.1,7,-0.01,0.017,1,True,0.1,0.9,10,10000,0.938,0.139
