Name,compass.wgt.h+.dz.z>0.2,,,,,,,,,,,,,,,,,,,,,,,,
Comment,COMPASS DSA with worm-gear T (differential in z). ,,,,,,,,,,,,,,,,,,,,,,,,
Reference,Physics Letters B 770 (2017) 138–145,,,,,,,,,,,,,,,,,,,,,,,,
Process type,SIDIS,,,,,,,,,,,,,,,,,,,,,,,,
Number of points,20,,,,,,,,,,,,,,,,,,,,,,,,
Number of uncorr.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
Number of corr.errors,0,,,,,,,,,,,,,,,,,,,,,,,,
Number of norm.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
List of norm.errors (relative),0.03,,,,,,,,,,,,,,,,,,,,,,,,
Total cross-section normalized,False,,,,,,,,,,,,,,,,,,,,,,,,
List of points,,,,,,,,,,,,,,,,,,,,,,,,,
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV] 
compass.wgt.hp.dz_z30, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.39642400437689,1,2,0.028,0.003701729447998,0.133262260127932,0.22,0.2,0.25,0.46,0.1,7,-0.013,0.014,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z31, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.39642400437689,1,2,0.029,0.003701729447998,0.133262260127932,0.27,0.25,0.3,0.48,0.1,7,0.011,0.016,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z32, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.4,1,2,0.03,0.003701729447998,0.133262260127932,0.35,0.3,0.4,0.51,0.1,7,0.001,0.015,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z33, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.39642400437689,1,2,0.03,0.003701729447998,0.133262260127932,0.48,0.4,0.6,0.55,0.1,7,0.004,0.016,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z34, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.37840487520902,1,2,0.03,0.003701729447998,0.133262260127932,0.74,0.6,1,0.55,0.1,7,-0.017,0.023,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z35, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.072,0.014806917791993,0.208222281449893,0.22,0.2,0.25,0.45,0.1,7,0.041,0.035,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z36, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.073,0.014806917791993,0.208222281449893,0.27,0.25,0.3,0.48,0.1,7,0.041,0.042,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z37, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.075,0.014806917791993,0.208222281449893,0.35,0.3,0.4,0.51,0.1,7,0.043,0.038,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z38, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.077,0.014806917791993,0.208222281449893,0.48,0.4,0.6,0.57,0.1,7,0.09,0.041,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z39, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.079,0.014806917791993,0.208222281449893,0.73,0.6,1,0.62,0.1,7,-0.014,0.063,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z310, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.06267856622271,2.5,4,0.126,0.023135809049988,0.533049040511727,0.22,0.2,0.25,0.45,0.1,7,0.042,0.034,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z311, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.06431068920891,2.5,4,0.129,0.023135809049988,0.533049040511727,0.27,0.25,0.3,0.48,0.1,7,-0.002,0.04,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z312, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.06431068920891,2.5,4,0.132,0.023135809049988,0.533049040511727,0.35,0.3,0.4,0.52,0.1,7,0.024,0.036,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z313, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.06757233003559,2.5,4,0.136,0.023135809049988,0.533049040511727,0.48,0.4,0.6,0.58,0.1,7,0.001,0.039,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z314, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.06267856622271,2.5,4,0.141,0.023135809049988,0.533049040511727,0.72,0.6,1,0.66,0.1,7,0.012,0.061,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z315, 1 - 1 – 13101, 1 - 1- 2101,301.039844,5.11761663276959,4,9,0.239,0.05922767116797,0.898800042023895,0.22,0.2,0.25,0.48,0.1,7,0.075,0.05,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z316, 1 - 1 – 13101, 1 - 1- 2101,301.039844,5.1254268114958,4,9,0.243,0.05922767116797,0.898800042023895,0.27,0.25,0.3,0.52,0.1,7,0.077,0.058,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z317, 1 - 1 – 13101, 1 - 1- 2101,301.039844,5.12054684579684,4,9,0.248,0.05922767116797,0.898800042023895,0.35,0.3,0.4,0.57,0.1,7,0.045,0.052,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z318, 1 - 1 – 13101, 1 - 1- 2101,301.039844,5.1234753829798,4,9,0.257,0.05922767116797,0.898800042023895,0.48,0.4,0.6,0.67,0.1,7,0.101,0.055,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dz_z319, 1 - 1 – 13101, 1 - 1- 2101,301.039844,5.12737749731771,4,9,0.275,0.05922767116797,0.898800042023895,0.72,0.6,1,0.85,0.1,7,0.046,0.086,1,True,0.1,0.9,10,10000,0.938,0.139
