Name,compass.wgt.h+.dpt.z>0.1,,,,,,,,,,,,,,,,,,,,,,,,
Comment,COMPASS DSA with worm-gear T (differential in x). ,,,,,,,,,,,,,,,,,,,,,,,,
Reference,Physics Letters B 770 (2017) 138–145,,,,,,,,,,,,,,,,,,,,,,,,
Process type,SIDIS,,,,,,,,,,,,,,,,,,,,,,,,
Number of points,20,,,,,,,,,,,,,,,,,,,,,,,,
Number of uncorr.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
Number of corr.errors,0,,,,,,,,,,,,,,,,,,,,,,,,
Number of norm.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
List of norm.errors (relative),0.03,,,,,,,,,,,,,,,,,,,,,,,,
Total cross-section normalized,False,,,,,,,,,,,,,,,,,,,,,,,,
List of points,,,,,,,,,,,,,,,,,,,,,,,,,
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV] 
compass.wgt.hp.dpt_z20, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.39283882771841,1,2,0.03,0.003701729447998,0.133262260127932,0.23,0.1,1,0.21,0.1,0.3,0.003,0.009,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpt_z21, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.39283882771841,1,2,0.029,0.003701729447998,0.133262260127932,0.25,0.1,1,0.39,0.3,0.5,0.007,0.009,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpt_z22, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.39642400437689,1,2,0.027,0.003701729447998,0.133262260127932,0.28,0.1,1,0.61,0.5,0.75,0.003,0.01,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpt_z23, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.39642400437689,1,2,0.025,0.003701729447998,0.133262260127932,0.32,0.1,1,0.85,0.75,1,0.009,0.016,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpt_z24, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.40356688476182,1,2,0.022,0.003701729447998,0.133262260127932,0.35,0.1,1,1.25,1,10,-0.006,0.02,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z25, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.076,0.014806917791993,0.208222281449893,0.22,0.1,1,0.21,0.1,0.3,0.026,0.024,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z26, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.073,0.014806917791993,0.208222281449893,0.24,0.1,1,0.39,0.3,0.5,0.03,0.023,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z27, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.069,0.014806917791993,0.208222281449893,0.28,0.1,1,0.61,0.5,0.75,0.025,0.026,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z28, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.063,0.014806917791993,0.208222281449893,0.33,0.1,1,0.85,0.75,1,0.023,0.041,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z29, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.055,0.014806917791993,0.208222281449893,0.37,0.1,1,1.26,1,10,0.033,0.05,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z210, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.05777697028413,2.5,4,0.133,0.023135809049988,0.533049040511727,0.22,0.1,1,0.21,0.1,0.3,-0.007,0.023,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z211, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.06104557300279,2.5,4,0.128,0.023135809049988,0.533049040511727,0.24,0.1,1,0.39,0.3,0.5,0.034,0.022,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z212, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.06594194335118,2.5,4,0.122,0.023135809049988,0.533049040511727,0.28,0.1,1,0.61,0.5,0.75,-0.025,0.025,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z213, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.07245829914744,2.5,4,0.114,0.023135809049988,0.533049040511727,0.33,0.1,1,0.85,0.75,1,0.018,0.039,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z214, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.09030742807249,2.5,4,0.1,0.023135809049988,0.533049040511727,0.38,0.1,1,1.27,1,10,-0.008,0.047,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z215, 1 - 1 – 13101, 1 - 1- 2101,301.039844,5.07148893324239,4,9,0.24,0.05922767116797,0.898800042023895,0.21,0.1,1,0.21,0.1,0.3,0.046,0.035,1,True,0.1,0.9,10,10000,0.938,0.139
