Name,compass.wgt.h-.dz,,,,,,,,,,,,,,,,,,,,,,,,
Comment,COMPASS DSA with worm-gear T (differential in z). The data MUST be evaluated at a point,,,,,,,,,,,,,,,,,,,,,,,,
Reference,Physics Letters B 770 (2017) 138–145,,,,,,,,,,,,,,,,,,,,,,,,
Process type,SIDIS,,,,,,,,,,,,,,,,,,,,,,,,
Number of points,20,,,,,,,,,,,,,,,,,,,,,,,,
Number of uncorr.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
Number of corr.errors,0,,,,,,,,,,,,,,,,,,,,,,,,
Number of norm.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
List of norm.errors (relative),0.03,,,,,,,,,,,,,,,,,,,,,,,,
Total cross-section normalized,False,,,,,,,,,,,,,,,,,,,,,,,,
List of points,,,,,,,,,,,,,,,,,,,,,,,,,
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV] 
compass.wgt.hm.dz_z30, 1 - 1 – 13111, 1 - 1- 2111,301.039844,1.39283882771841,1,2,0.027,0.003701729447998,0.133262260127932,0.22,0.2,0.25,0.45,0.1,7,0.011,0.014,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dz_z31, 1 - 1 – 13111, 1 - 1- 2111,301.039844,1.39283882771841,1,2,0.028,0.003701729447998,0.133262260127932,0.27,0.25,0.3,0.48,0.1,7,-0.003,0.017,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dz_z32, 1 - 1 – 13111, 1 - 1- 2111,301.039844,1.38924439894498,1,2,0.028,0.003701729447998,0.133262260127932,0.34,0.3,0.4,0.51,0.1,7,0.021,0.016,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dz_z33, 1 - 1 – 13111, 1 - 1- 2111,301.039844,1.38202749610853,1,2,0.028,0.003701729447998,0.133262260127932,0.48,0.4,0.6,0.54,0.1,7,-0.017,0.017,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dz_z34, 1 - 1 – 13111, 1 - 1- 2111,301.039844,1.35646599662505,1,2,0.028,0.003701729447998,0.133262260127932,0.74,0.6,1,0.51,0.1,7,0.003,0.024,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dz_z35, 1 - 1 – 13111, 1 - 1- 2111,301.039844,2.22710574513201,2,2.5,0.069,0.014806917791993,0.208222281449893,0.22,0.2,0.25,0.45,0.1,7,0.008,0.038,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dz_z36, 1 - 1 – 13111, 1 - 1- 2111,301.039844,2.2293496809608,2,2.5,0.071,0.014806917791993,0.208222281449893,0.27,0.25,0.3,0.48,0.1,7,-0.019,0.046,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dz_z37, 1 - 1 – 13111, 1 - 1- 2111,301.039844,2.22710574513201,2,2.5,0.072,0.014806917791993,0.208222281449893,0.34,0.3,0.4,0.52,0.1,7,-0.031,0.042,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dz_z38, 1 - 1 – 13111, 1 - 1- 2111,301.039844,2.22710574513201,2,2.5,0.073,0.014806917791993,0.208222281449893,0.48,0.4,0.6,0.58,0.1,7,-0.007,0.048,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dz_z39, 1 - 1 – 13111, 1 - 1- 2111,301.039844,2.22036033111745,2,2.5,0.073,0.014806917791993,0.208222281449893,0.73,0.6,1,0.59,0.1,7,-0.05,0.077,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dz_z310, 1 - 1 – 13111, 1 - 1- 2111,301.039844,3.05777697028413,2.5,4,0.122,0.023135809049988,0.533049040511727,0.22,0.2,0.25,0.46,0.1,7,0.012,0.037,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dz_z311, 1 - 1 – 13111, 1 - 1- 2111,301.039844,3.05614135798722,2.5,4,0.124,0.023135809049988,0.533049040511727,0.27,0.25,0.3,0.49,0.1,7,0.062,0.045,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dz_z312, 1 - 1 – 13111, 1 - 1- 2111,301.039844,3.05286750449475,2.5,4,0.126,0.023135809049988,0.533049040511727,0.34,0.3,0.4,0.53,0.1,7,0.061,0.042,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dz_z313, 1 - 1 – 13111, 1 - 1- 2111,301.039844,3.04959013639538,2.5,4,0.128,0.023135809049988,0.533049040511727,0.48,0.4,0.6,0.59,0.1,7,-0.064,0.048,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dz_z314, 1 - 1 – 13111, 1 - 1- 2111,301.039844,3.0364452901378,2.5,4,0.13,0.023135809049988,0.533049040511727,0.72,0.6,1,0.65,0.1,7,-0.031,0.082,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dz_z315, 1 - 1 – 13111, 1 - 1- 2111,301.039844,5.10489960724009,4,9,0.236,0.05922767116797,0.898800042023895,0.22,0.2,0.25,0.49,0.1,7,0.023,0.056,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dz_z316, 1 - 1 – 13111, 1 - 1- 2111,301.039844,5.09901951359278,4,9,0.24,0.05922767116797,0.898800042023895,0.27,0.25,0.3,0.52,0.1,7,0.041,0.069,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dz_z317, 1 - 1 – 13111, 1 - 1- 2111,301.039844,5.0950956811428,4,9,0.245,0.05922767116797,0.898800042023895,0.34,0.3,0.4,0.58,0.1,7,0.075,0.064,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dz_z318, 1 - 1 – 13111, 1 - 1- 2111,301.039844,5.08035431835221,4,9,0.252,0.05922767116797,0.898800042023895,0.48,0.4,0.6,0.69,0.1,7,-0.051,0.075,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dz_z319, 1 - 1 – 13111, 1 - 1- 2111,301.039844,5.06754378372797,4,9,0.271,0.05922767116797,0.898800042023895,0.72,0.6,1,0.86,0.1,7,-0.079,0.134,1,True,0.1,0.9,10,10000,0.938,0.139
