Name,compass.wgt.h+.dx.0.2>z>0.1,,,,,,,,,,,,,,,,,,,,,,,,
Comment,COMPASS DSA with worm-gear T (differential in x). ,,,,,,,,,,,,,,,,,,,,,,,,
Reference,Physics Letters B 770 (2017) 138–145,,,,,,,,,,,,,,,,,,,,,,,,
Process type,SIDIS,,,,,,,,,,,,,,,,,,,,,,,,
Number of points,26,,,,,,,,,,,,,,,,,,,,,,,,
Number of uncorr.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
Number of corr.errors,0,,,,,,,,,,,,,,,,,,,,,,,,
Number of norm.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
List of norm.errors (relative),0.03,,,,,,,,,,,,,,,,,,,,,,,,
Total cross-section normalized,False,,,,,,,,,,,,,,,,,,,,,,,,
List of points,,,,,,,,,,,,,,,,,,,,,,,,,
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV] 
compass.wgt.hp.dx_z10, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.12694276695846,1,2,0.006,0.003,0.008,0.14,0.1,0.2,0.46,0.1,7,-0.007,0.013,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z11, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.26095202129185,1,2,0.011,0.008,0.014,0.14,0.1,0.2,0.44,0.1,7,0.005,0.011,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z12, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.36747943311773,1,2,0.018,0.014,0.022,0.14,0.1,0.2,0.42,0.1,7,0.034,0.015,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z13, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.40712472794703,1,2,0.028,0.022,0.035,0.14,0.1,0.2,0.39,0.1,7,0.013,0.021,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z14, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.51657508881031,1,2,0.043,0.035,0.055,0.14,0.1,0.2,0.36,0.1,7,0.032,0.037,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z15, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.71172427686237,1,2,0.07,0.055,0.105,0.15,0.1,0.2,0.34,0.1,7,0.026,0.069,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z16, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.90525588832577,1,2,0.11,0.105,0.145,0.15,0.1,0.2,0.32,0.1,7,0.072,0.317,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z17, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.11896201004171,2,2.5,0.02,0.014,0.022,0.14,0.1,0.2,0.47,0.1,7,-0.022,0.043,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z18, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.20454076850486,2,2.5,0.029,0.022,0.035,0.14,0.1,0.2,0.45,0.1,7,0.007,0.027,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z19, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.22261107708929,2,2.5,0.044,0.035,0.055,0.14,0.1,0.2,0.43,0.1,7,0.069,0.035,1,True,0.1,0.9,10,10000,0.938,0.139
