Name,compass.wgt.h+.dpt.z>0.2,,,,,,,,,,,,,,,,,,,,,,,,
Comment,COMPASS DSA with worm-gear T (differential in x).,,,,,,,,,,,,,,,,,,,,,,,,
Reference,Physics Letters B 770 (2017) 138–145,,,,,,,,,,,,,,,,,,,,,,,,
Process type,SIDIS,,,,,,,,,,,,,,,,,,,,,,,,
Number of points,20,,,,,,,,,,,,,,,,,,,,,,,,
Number of uncorr.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
Number of corr.errors,0,,,,,,,,,,,,,,,,,,,,,,,,
Number of norm.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
List of norm.errors (relative),0.03,,,,,,,,,,,,,,,,,,,,,,,,
Total cross-section normalized,False,,,,,,,,,,,,,,,,,,,,,,,,
List of points,,,,,,,,,,,,,,,,,,,,,,,,,
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV] 
compass.wgt.hp.dpT_z30, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.39283882771841,1,2,0.031,0.003701729447998,0.133262260127932,0.36,0.2,1,0.21,0.1,0.3,-0.016,0.015,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z31, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.39283882771841,1,2,0.03,0.003701729447998,0.133262260127932,0.36,0.2,1,0.4,0.3,0.5,0.009,0.013,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z32, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.39642400437689,1,2,0.029,0.003701729447998,0.133262260127932,0.37,0.2,1,0.61,0.5,0.75,-0.009,0.014,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z33, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.4,1,2,0.028,0.003701729447998,0.133262260127932,0.4,0.2,1,0.85,0.75,1,0.016,0.021,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z34, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.40712472794703,1,2,0.024,0.003701729447998,0.133262260127932,0.43,0.2,1,1.26,1,10,-0.013,0.025,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z35, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.079,0.014806917791993,0.208222281449893,0.34,0.2,1,0.21,0.1,0.3,0.001,0.039,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z36, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.077,0.014806917791993,0.208222281449893,0.35,0.2,1,0.4,0.3,0.5,0.078,0.034,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z37, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.074,0.014806917791993,0.208222281449893,0.37,0.2,1,0.61,0.5,0.75,0.065,0.036,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z38, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.069,0.014806917791993,0.208222281449893,0.41,0.2,1,0.86,0.75,1,0.02,0.052,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z39, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.2293496809608,2,2.5,0.059,0.014806917791993,0.208222281449893,0.44,0.2,1,1.27,1,10,0.046,0.06,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z310, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.05614135798722,2.5,4,0.14,0.023135809049988,0.533049040511727,0.34,0.2,1,0.21,0.1,0.3,0.012,0.038,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z311, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.05941170815567,2.5,4,0.136,0.023135809049988,0.533049040511727,0.35,0.2,1,0.4,0.3,0.5,0.04,0.033,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z312, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.06594194335118,2.5,4,0.13,0.023135809049988,0.533049040511727,0.37,0.2,1,0.61,0.5,0.75,-0.014,0.035,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z313, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.07408522978788,2.5,4,0.122,0.023135809049988,0.533049040511727,0.41,0.2,1,0.86,0.75,1,0.069,0.049,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z314, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.09515750810843,2.5,4,0.107,0.023135809049988,0.533049040511727,0.45,0.2,1,1.28,1,10,-0.015,0.055,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z315, 1 - 1 – 13101, 1 - 1- 2101,301.039844,5.04083326445142,4,9,0.245,0.05922767116797,0.898800042023895,0.33,0.2,1,0.21,0.1,0.3,0.043,0.057,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z316, 1 - 1 – 13101, 1 - 1- 2101,301.039844,5.06754378372797,4,9,0.246,0.05922767116797,0.898800042023895,0.34,0.2,1,0.4,0.3,0.5,0.037,0.049,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z317, 1 - 1 – 13101, 1 - 1- 2101,301.039844,5.11859355682789,4,9,0.247,0.05922767116797,0.898800042023895,0.36,0.2,1,0.61,0.5,0.75,0.107,0.05,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z318, 1 - 1 – 13101, 1 - 1- 2101,301.039844,5.19037570894439,4,9,0.251,0.05922767116797,0.898800042023895,0.41,0.2,1,0.86,0.75,1,0.124,0.068,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dpT_z319, 1 - 1 – 13101, 1 - 1- 2101,301.039844,5.32541078227774,4,9,0.268,0.05922767116797,0.898800042023895,0.48,0.2,1,1.34,1,10,0.037,0.069,1,True,0.1,0.9,10,10000,0.938,0.139
