Name,compass.wgt.h-.dpt.z>0.1,,,,,,,,,,,,,,,,,,,,,,,,
Comment,COMPASS DSA with worm-gear T (differential in x and pt).,,,,,,,,,,,,,,,,,,,,,,,,
Reference,Physics Letters B 770 (2017) 138–145,,,,,,,,,,,,,,,,,,,,,,,,
Process type,SIDIS,,,,,,,,,,,,,,,,,,,,,,,,
Number of points,20,,,,,,,,,,,,,,,,,,,,,,,,
Number of uncorr.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
Number of corr.errors,0,,,,,,,,,,,,,,,,,,,,,,,,
Number of norm.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
List of norm.errors (relative),0.03,,,,,,,,,,,,,,,,,,,,,,,,
Total cross-section normalized,False,,,,,,,,,,,,,,,,,,,,,,,,
List of points,,,,,,,,,,,,,,,,,,,,,,,,,
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV] 
compass.wgt.hm.dpT_z20, 1 - 1 – 13111, 1 - 1- 2111,301.039844,1.38924439894498,1,2,0.028,0.003701729447998,0.133262260127932,0.23,0.1,1,0.21,0.1,0.3,0.01,0.01,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dpT_z21, 1 - 1 – 13111, 1 - 1- 2111,301.039844,1.38924439894498,1,2,0.027,0.003701729447998,0.133262260127932,0.24,0.1,1,0.39,0.3,0.5,0,0.009,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dpT_z22, 1 - 1 – 13111, 1 - 1- 2111,301.039844,1.39283882771841,1,2,0.026,0.003701729447998,0.133262260127932,0.27,0.1,1,0.61,0.5,0.75,-0.001,0.011,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dpT_z23, 1 - 1 – 13111, 1 - 1- 2111,301.039844,1.39283882771841,1,2,0.024,0.003701729447998,0.133262260127932,0.3,0.1,1,0.85,0.75,1,0.01,0.017,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dpT_z24, 1 - 1 – 13111, 1 - 1- 2111,301.039844,1.4,1,2,0.021,0.003701729447998,0.133262260127932,0.34,0.1,1,1.25,1,10,-0.044,0.022,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dpT_z25, 1 - 1 – 13111, 1 - 1- 2111,301.039844,2.22710574513201,2,2.5,0.073,0.014806917791993,0.208222281449893,0.21,0.1,1,0.21,0.1,0.3,-0.023,0.026,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dpT_z26, 1 - 1 – 13111, 1 - 1- 2111,301.039844,2.22710574513201,2,2.5,0.069,0.014806917791993,0.208222281449893,0.23,0.1,1,0.39,0.3,0.5,0,0.024,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dpT_z27, 1 - 1 – 13111, 1 - 1- 2111,301.039844,2.22710574513201,2,2.5,0.065,0.014806917791993,0.208222281449893,0.26,0.1,1,0.61,0.5,0.75,0.011,0.029,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dpT_z28, 1 - 1 – 13111, 1 - 1- 2111,301.039844,2.22710574513201,2,2.5,0.06,0.014806917791993,0.208222281449893,0.3,0.1,1,0.85,0.75,1,-0.001,0.045,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dpT_z29, 1 - 1 – 13111, 1 - 1- 2111,301.039844,2.22710574513201,2,2.5,0.052,0.014806917791993,0.208222281449893,0.34,0.1,1,1.25,1,10,0.002,0.057,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dpT_z210, 1 - 1 – 13111, 1 - 1- 2111,301.039844,3.05122926047847,2.5,4,0.128,0.023135809049988,0.533049040511727,0.21,0.1,1,0.21,0.1,0.3,0.011,0.026,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dpT_z211, 1 - 1 – 13111, 1 - 1- 2111,301.039844,3.05286750449475,2.5,4,0.122,0.023135809049988,0.533049040511727,0.22,0.1,1,0.39,0.3,0.5,0.029,0.024,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dpT_z212, 1 - 1 – 13111, 1 - 1- 2111,301.039844,3.05941170815567,2.5,4,0.115,0.023135809049988,0.533049040511727,0.26,0.1,1,0.61,0.5,0.75,-0.002,0.028,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dpT_z213, 1 - 1 – 13111, 1 - 1- 2111,301.039844,3.06594194335118,2.5,4,0.106,0.023135809049988,0.533049040511727,0.3,0.1,1,0.85,0.75,1,0.022,0.044,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dpT_z214, 1 - 1 – 13111, 1 - 1- 2111,301.039844,3.07571129984594,2.5,4,0.093,0.023135809049988,0.533049040511727,0.35,0.1,1,1.26,1,10,-0.053,0.055,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dpT_z215, 1 - 1 – 13111, 1 - 1- 2111,301.039844,5.06557005676558,4,9,0.235,0.05922767116797,0.898800042023895,0.2,0.1,1,0.21,0.1,0.3,0.006,0.04,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dpT_z216, 1 - 1 – 13111, 1 - 1- 2111,301.039844,5.08920425999979,4,9,0.233,0.05922767116797,0.898800042023895,0.21,0.1,1,0.4,0.3,0.5,0.024,0.037,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dpT_z217, 1 - 1 – 13111, 1 - 1- 2111,301.039844,5.12737749731771,4,9,0.232,0.05922767116797,0.898800042023895,0.24,0.1,1,0.61,0.5,0.75,0.08,0.043,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dpT_z218, 1 - 1 – 13111, 1 - 1- 2111,301.039844,5.17397332811061,4,9,0.232,0.05922767116797,0.898800042023895,0.29,0.1,1,0.86,0.75,1,0.033,0.066,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hm.dpT_z219, 1 - 1 – 13111, 1 - 1- 2111,301.039844,5.26307894677631,4,9,0.246,0.05922767116797,0.898800042023895,0.37,0.1,1,1.31,1,10,0.101,0.077,1,True,0.1,0.9,10,10000,0.938,0.139
