Name,compass.d.h-.case3
Comment,COMPASS isoscalar h-. prediction case3
Reference,SV19
Process type,SIDIS
Number of points,1920
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
compass.d.h-.case3.0,1 - 1 - 2113,301.03984399999996,1.3660254037844386,1.0,1.7320508075688772,0.008,0.003,0.013,0.25,0.2,0.3,0.17071067811865476,0.1414213562373095,0.2,1.0,0.1,499.9999999999999,True,0.1,0.9,25.0,144.0,0.938,0.139
compass.d.h-.case3.1,1 - 1 - 2113,301.03984399999996,1.3660254037844386,1.0,1.7320508075688772,0.008,0.003,0.013,0.25,0.2,0.3,0.2224744871391589,0.2,0.2449489742783178,1.0,0.1,500.0000000000004,True,0.1,0.9,25.0,144.0,0.938,0.139
compass.d.h-.case3.2,1 - 1 - 2113,301.03984399999996,1.3660254037844386,1.0,1.7320508075688772,0.008,0.003,0.013,0.25,0.2,0.3,0.26389584337646843,0.2449489742783178,0.282842712474619,1.0,0.1,500.00000000000006,True,0.1,0.9,25.0,144.0,0.938,0.139
compass.d.h-.case3.3,1 - 1 - 2113,301.03984399999996,1.3660254037844386,1.0,1.7320508075688772,0.008,0.003,0.013,0.25,0.2,0.3,0.29953523924572845,0.282842712474619,0.31622776601683794,1.0,0.1,500.00000000000006,True,0.1,0.9,25.0,144.0,0.938,0.139
compass.d.h-.case3.4,1 - 1 - 2113,301.03984399999996,1.3660254037844386,1.0,1.7320508075688772,0.008,0.003,0.013,0.25,0.2,0.3,0.3313189637653067,0.31622776601683794,0.34641016151377546,1.0,0.1,500.0000000000004,True,0.1,0.9,25.0,144.0,0.938,0.139
compass.d.h-.case3.5,1 - 1 - 2113,301.03984399999996,1.3660254037844386,1.0,1.7320508075688772,0.008,0.003,0.013,0.25,0.2,0.3,0.3602879500955848,0.34641016151377546,0.37416573867739417,1.0,0.1,499.99999999999966,True,0.1,0.9,25.0,144.0,0.938,0.139
compass.d.h-.case3.6,1 - 1 - 2113,301.03984399999996,1.3660254037844386,1.0,1.7320508075688772,0.008,0.003,0.013,0.25,0.2,0.3,0.3932381506195801,0.37416573867739417,0.41231056256176607,1.0,0.1,333.3333333333334,True,0.1,0.9,25.0,144.0,0.938,0.139
compass.d.h-.case3.7,1 - 1 - 2113,301.03984399999996,1.3660254037844386,1.0,1.7320508075688772,0.008,0.003,0.013,0.25,0.2,0.3,0.429762079030862,0.41231056256176607,0.4472135954999579,1.0,0.1,333.3333333333337,True,0.1,0.9,25.0,144.0,0.938,0.139
compass.d.h-.case3.8,1 - 1 - 2113,301.03984399999996,1.3660254037844386,1.0,1.7320508075688772,0.008,0.003,0.013,0.25,0.2,0.3,0.46339837391561495,0.4472135954999579,0.47958315233127197,1.0,0.1,333.33333333333314,True,0.1,0.9,25.0,144.0,0.938,0.139
compass.d.h-.case3.9,1 - 1 - 2113,301.03984399999996,1.3660254037844386,1.0,1.7320508075688772,0.008,0.003,0.013,0.25,0.2,0.3,0.4995991973009676,0.47958315233127197,0.5196152422706632,1.0,0.1,249.99999999999966,True,0.1,0.9,25.0,144.0,0.938,0.139
