Name,compass16.ALT.h-.2<z.dz
Comment,COMPASS16 DSSA-A.LT  h- from p, (0.2<z<1) (differential in z)
Reference,1609.07374
Process type,SIDIS
Number of points,20
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,1
List of norm.errors (relative),0.03
Total cross-section nomalized,False
List of points 
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
compass16.ALT.h-.2<z.dz.0,1 / 1 / -1 / 13101,1 / 1 / -1 / 2101,301.03984399999996,1.3928388277184118,1.0,2.0,0.027,0.0037017294479981047,0.13326226012793177,0.22,0.2,0.25,0.45,0.1,10.0,0.011,0.014,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h-.2<z.dz.1,1 / 1 / -1 / 13101,1 / 1 / -1 / 2101,301.03984399999996,1.3928388277184118,1.0,2.0,0.028,0.0037017294479981047,0.13326226012793177,0.27,0.25,0.3,0.48,0.1,10.0,-0.003,0.017,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h-.2<z.dz.2,1 / 1 / -1 / 13101,1 / 1 / -1 / 2101,301.03984399999996,1.3892443989449805,1.0,2.0,0.028,0.0037017294479981047,0.13326226012793177,0.34,0.3,0.4,0.51,0.1,10.0,0.021,0.016,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h-.2<z.dz.3,1 / 1 / -1 / 13101,1 / 1 / -1 / 2101,301.03984399999996,1.3820274961085253,1.0,2.0,0.028,0.0037017294479981047,0.13326226012793177,0.48,0.4,0.6,0.54,0.1,10.0,-0.017,0.017,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h-.2<z.dz.4,1 / 1 / -1 / 13101,1 / 1 / -1 / 2101,301.03984399999996,1.3564659966250536,1.0,2.0,0.028,0.0037017294479981047,0.13326226012793177,0.74,0.6,1.0,0.51,0.1,10.0,0.003,0.024,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h-.2<z.dz.5,1 / 1 / -1 / 13101,1 / 1 / -1 / 2101,301.03984399999996,2.227105745132009,2.0,2.5,0.069,0.014806917791992419,0.2082222814498934,0.22,0.2,0.25,0.45,0.1,10.0,0.008,0.038,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h-.2<z.dz.6,1 / 1 / -1 / 13101,1 / 1 / -1 / 2101,301.03984399999996,2.2293496809607953,2.0,2.5,0.071,0.014806917791992419,0.2082222814498934,0.27,0.25,0.3,0.48,0.1,10.0,-0.019,0.046,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h-.2<z.dz.7,1 / 1 / -1 / 13101,1 / 1 / -1 / 2101,301.03984399999996,2.227105745132009,2.0,2.5,0.072,0.014806917791992419,0.2082222814498934,0.34,0.3,0.4,0.52,0.1,10.0,-0.031,0.042,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h-.2<z.dz.8,1 / 1 / -1 / 13101,1 / 1 / -1 / 2101,301.03984399999996,2.227105745132009,2.0,2.5,0.073,0.014806917791992419,0.2082222814498934,0.48,0.4,0.6,0.58,0.1,10.0,-0.007,0.048,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h-.2<z.dz.9,1 / 1 / -1 / 13101,1 / 1 / -1 / 2101,301.03984399999996,2.2203603311174516,2.0,2.5,0.073,0.014806917791992419,0.2082222814498934,0.73,0.6,1.0,0.59,0.1,10.0,-0.05,0.077,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h-.2<z.dz.10,1 / 1 / -1 / 13101,1 / 1 / -1 / 2101,301.03984399999996,3.057776970284131,2.5,4.0,0.122,0.023135809049988153,0.5330490405117271,0.22,0.2,0.25,0.46,0.1,10.0,0.012,0.037,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h-.2<z.dz.11,1 / 1 / -1 / 13101,1 / 1 / -1 / 2101,301.03984399999996,3.056141357987225,2.5,4.0,0.124,0.023135809049988153,0.5330490405117271,0.27,0.25,0.3,0.49,0.1,10.0,0.062,0.045,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h-.2<z.dz.12,1 / 1 / -1 / 13101,1 / 1 / -1 / 2101,301.03984399999996,3.0528675044947495,2.5,4.0,0.126,0.023135809049988153,0.5330490405117271,0.34,0.3,0.4,0.53,0.1,10.0,0.061,0.042,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h-.2<z.dz.13,1 / 1 / -1 / 13101,1 / 1 / -1 / 2101,301.03984399999996,3.0495901363953815,2.5,4.0,0.128,0.023135809049988153,0.5330490405117271,0.48,0.4,0.6,0.59,0.1,10.0,-0.064,0.048,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h-.2<z.dz.14,1 / 1 / -1 / 13101,1 / 1 / -1 / 2101,301.03984399999996,3.0364452901377956,2.5,4.0,0.13,0.023135809049988153,0.5330490405117271,0.72,0.6,1.0,0.65,0.1,10.0,-0.031,0.082,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h-.2<z.dz.15,1 / 1 / -1 / 13101,1 / 1 / -1 / 2101,301.03984399999996,5.104899607240087,4.0,9.0,0.236,0.059227671167969675,0.8988000420238954,0.22,0.2,0.25,0.49,0.1,10.0,0.023,0.056,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h-.2<z.dz.16,1 / 1 / -1 / 13101,1 / 1 / -1 / 2101,301.03984399999996,5.0990195135927845,4.0,9.0,0.24,0.059227671167969675,0.8988000420238954,0.27,0.25,0.3,0.52,0.1,10.0,0.041,0.069,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h-.2<z.dz.17,1 / 1 / -1 / 13101,1 / 1 / -1 / 2101,301.03984399999996,5.095095681142799,4.0,9.0,0.245,0.059227671167969675,0.8988000420238954,0.34,0.3,0.4,0.58,0.1,10.0,0.075,0.064,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h-.2<z.dz.18,1 / 1 / -1 / 13101,1 / 1 / -1 / 2101,301.03984399999996,5.080354318352215,4.0,9.0,0.252,0.059227671167969675,0.8988000420238954,0.48,0.4,0.6,0.69,0.1,10.0,-0.051,0.075,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
