Name,compass16.ALT.h+.2<z.dx
Comment,COMPASS16 DSSA-A.LT  h+ from p, (0.2<z<1) (differential in x)
Reference,1609.07374
Process type,SIDIS
Number of points,26
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,1
List of norm.errors (relative),0.03
Total cross-section nomalized,False
List of points 
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
compass16.ALT.h+.2<z.dx.16,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,3.057776970284131,2.5,4.0,0.121,0.105,0.145,0.36,0.2,1.0,0.52,0.1,10.0,0.052,0.05,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dx.17,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,3.087069808086626,2.5,4.0,0.177,0.145,0.215,0.37,0.2,1.0,0.49,0.1,10.0,0.117,0.069,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dx.18,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,3.2619012860600183,2.5,4.0,0.249,0.215,0.3,0.38,0.2,1.0,0.46,0.1,10.0,-0.006,0.121,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dx.19,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,3.5902646142032486,2.5,4.0,0.351,0.3,0.55,0.39,0.2,1.0,0.46,0.1,10.0,0.218,0.23,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dx.20,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,4.342810150121693,4.0,9.0,0.084,0.055,0.105,0.36,0.2,1.0,0.61,0.1,10.0,0.048,0.063,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dx.21,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,4.666904755831214,4.0,9.0,0.123,0.105,0.145,0.36,0.2,1.0,0.59,0.1,10.0,0.077,0.052,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dx.22,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,4.970915408654627,4.0,9.0,0.179,0.145,0.215,0.36,0.2,1.0,0.58,0.1,10.0,0.057,0.049,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dx.23,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,5.261178575186362,4.0,9.0,0.254,0.215,0.3,0.37,0.2,1.0,0.56,0.1,10.0,0.072,0.06,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dx.24,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,5.490901565316938,4.0,9.0,0.391,0.3,0.55,0.38,0.2,1.0,0.57,0.1,10.0,0.125,0.068,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.ALT.h+.2<z.dx.25,1 - 1 - 13101,1 - 1 - 2101,301.03984399999996,6.063002556489647,4.0,9.0,0.638,0.55,0.8,0.41,0.2,1.0,0.8,0.1,10.0,-0.01,0.197,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
