Name,CMS13-00y04
Comment,CMS 13TeV 0.0<|y|<0.4 absolute
Reference,arXiv:1909.04133
Process type,DY
Number of points,33
Number of uncorr.errors,1
Number of corr.errors,1
Number of norm.errors,1
List of norm.errors (relative),0.025
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
CMS13-00y04.0,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,1.5,1.0,2.0,5.4144,0.050661536692050646,5.414399999999999e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.1,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,2.5,2.0,3.0,7.1788,0.06020804846530066,7.1788e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.2,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,3.5,3.0,4.0,8.201,0.06708105377079278,8.201e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.3,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,4.5,4.0,5.0,8.3718,0.06730249233869422,8.3718e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.4,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,5.5,5.0,6.0,8.0368,0.0638453287249741,8.036799999999999e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.5,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,6.5,6.0,7.0,7.5933,0.0606640424283611,7.5933e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.6,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,7.5,7.0,8.0,7.0989,0.05738660247610055,7.0989e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.7,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,8.5,8.0,9.0,6.6078,0.05378405781456058,6.6078e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.8,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,9.5,9.0,10.0,6.0727,0.048708934434557205,6.0727e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.9,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,10.5,10.0,11.0,5.53,0.0431586190696597,5.53e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.10,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,11.5,11.0,12.0,5.0928,0.0392069636671854,5.092800000000001e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.11,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,12.5,12.0,13.0,4.7779,0.03711200808026964,4.7779e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.12,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,13.5,13.0,14.0,4.4556,0.03536756706362487,4.455599999999999e-06,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.13,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,15.0,14.0,16.0,3.8433,0.030936011277312363,3.8433e-06,1.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.14,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,17.0,16.0,18.0,3.3558,0.027105279928456728,3.3557999999999997e-06,1.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.15,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,19.0,18.0,20.0,2.8672,0.02324550763050788,2.8672e-06,1.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.16,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,21.0,20.0,22.0,2.5168,0.02045364322070763,2.5167999999999998e-06,1.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.17,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,23.5,22.0,25.0,2.1137,0.017121314282203898,2.1137e-06,0.6666666666666666,True,25.0,25.0,-2.4,2.4
CMS13-00y04.18,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,26.5,25.0,28.0,1.7605,0.014767789941287758,1.7605e-06,0.6666666666666666,True,25.0,25.0,-2.4,2.4
CMS13-00y04.19,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,30.0,28.0,32.0,1.3987,0.012771979985499499,1.3987e-06,0.5,True,25.0,25.0,-2.4,2.4
CMS13-00y04.20,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,34.5,32.0,37.0,1.1064,0.010921219895231473,1.1064e-06,0.4,True,25.0,25.0,-2.4,2.4
CMS13-00y04.21,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,40.0,37.0,43.0,0.83334,0.008605925792731419,8.3334e-07,0.3333333333333333,True,25.0,25.0,-2.4,2.4
CMS13-00y04.22,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,47.5,43.0,52.0,0.57792,0.006189573490960422,5.779199999999999e-07,0.2222222222222222,True,25.0,25.0,-2.4,2.4
CMS13-00y04.23,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,58.5,52.0,65.0,0.35227,0.00391834190028129,3.5227e-07,0.15384615384615385,True,25.0,25.0,-2.4,2.4
