Name,A8_A3_0y1
Comment,ATLAS 8TeV angular coefficent A3
Reference,arXiv:1606.00689
Process type,DY
Number of points,23
Number of uncorr.errors,3
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Uncorr.Err.2,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8_A3_0y1.0,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,1.25,0.0,2.5,-0.00715078,0.0043866,0.00235885,0.000740492,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.1,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,3.75,2.5,5.0,-0.00614557,0.0017113,0.000942226,0.000318318,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.2,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,6.5,5.0,8.0,-0.00501954,0.00145793,0.000750417,0.000161342,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.3,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,9.7,8.0,11.4,-0.00431162,0.00143889,0.000779658,0.000128695,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.4,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,13.15,11.4,14.9,-0.00387678,0.00135437,0.000721422,0.000137066,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.5,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,16.7,14.9,18.5,-0.00356655,0.00148738,0.000744651,0.000145133,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.6,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,20.25,18.5,22.0,-0.00347176,0.00172676,0.000871419,0.000140102,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.7,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,23.75,22.0,25.5,-0.00319327,0.00190601,0.000945493,0.000126333,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.8,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,27.25,25.5,29.0,-0.00306966,0.00201328,0.000977992,0.000116074,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.9,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,30.8,29.0,32.6,-0.0026179,0.0021511,0.00103609,0.000122295,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.10,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,34.5,32.6,36.4,-0.00190429,0.00241308,0.00116705,0.000153614,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.11,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,38.4,36.4,40.4,-0.00102366,0.00275453,0.00134591,0.000211328,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.12,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,42.65,40.4,44.9,0.000337965,0.00305873,0.00150699,0.000288547,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.13,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,47.55,44.9,50.2,0.00235941,0.00329112,0.00161411,0.000371415,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.14,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,53.3,50.2,56.4,0.0045262,0.00356818,0.00179107,0.000442445,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.15,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,60.15,56.4,63.9,0.00736428,0.00410563,0.00202597,0.000485942,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.16,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,68.65,63.9,73.4,0.0099238,0.00494612,0.0024821,0.000495533,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.17,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,79.4,73.4,85.4,0.0128281,0.00599589,0.0028993,0.000483791,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.18,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,95.2,85.4,105.0,0.0155906,0.00689492,0.00337713,0.000493964,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.19,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,118.5,105.0,132.0,0.0176393,0.00780168,0.00355113,0.000613796,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.20,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,152.5,132.0,173.0,0.0189348,0.00979285,0.00427764,0.000991456,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.21,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,213.0,173.0,253.0,0.0187789,0.0156471,0.0065076,0.00185356,1.0,False,20.0,20.0,2.0,4.5
A8_A3_0y1.22,1 - 1 - 1 - 23,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,426.5,253.0,600.0,0.017286,0.027854,0.0109541,0.00352529,1.0,False,20.0,20.0,2.0,4.5
