Name,A8_A4_2y35
Comment,ATLAS 8TeV angular coefficent A4
Reference,arXiv:1606.00689
Process type,DY
Number of points,19
Number of uncorr.errors,3
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Uncorr.Err.2,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8_A4_2y35.0,1 - 1 - 1 - 24,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,1.25,0.0,2.5,0.0947934,0.0143961,0.00714469,0.00019908,1.0,False,20.0,20.0,2.0,4.5
A8_A4_2y35.1,1 - 1 - 1 - 24,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,3.75,2.5,5.0,0.138652,0.0099795,0.00365901,0.000214917,1.0,False,20.0,20.0,2.0,4.5
A8_A4_2y35.2,1 - 1 - 1 - 24,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,6.5,5.0,8.0,0.141907,0.0090644,0.00357273,0.000191891,1.0,False,20.0,20.0,2.0,4.5
A8_A4_2y35.3,1 - 1 - 1 - 24,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,9.7,8.0,11.4,0.14028,0.00840539,0.00352422,0.000152622,1.0,False,20.0,20.0,2.0,4.5
A8_A4_2y35.4,1 - 1 - 1 - 24,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,13.15,11.4,14.9,0.126649,0.00899234,0.00356412,0.000122315,1.0,False,20.0,20.0,2.0,4.5
A8_A4_2y35.5,1 - 1 - 1 - 24,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,16.7,14.9,18.5,0.122978,0.0103088,0.00403104,0.000122396,1.0,False,20.0,20.0,2.0,4.5
A8_A4_2y35.6,1 - 1 - 1 - 24,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,20.25,18.5,22.0,0.117517,0.0119857,0.00462247,0.000166047,1.0,False,20.0,20.0,2.0,4.5
A8_A4_2y35.7,1 - 1 - 1 - 24,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,23.75,22.0,25.5,0.11569,0.0140556,0.0047915,0.000255643,1.0,False,20.0,20.0,2.0,4.5
A8_A4_2y35.8,1 - 1 - 1 - 24,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,27.25,25.5,29.0,0.114539,0.0157341,0.00522324,0.000382076,1.0,False,20.0,20.0,2.0,4.5
A8_A4_2y35.9,1 - 1 - 1 - 24,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,30.8,29.0,32.6,0.128301,0.0174988,0.00592914,0.000525983,1.0,False,20.0,20.0,2.0,4.5
A8_A4_2y35.10,1 - 1 - 1 - 24,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,34.5,32.6,36.4,0.130395,0.019138,0.00633625,0.000660868,1.0,False,20.0,20.0,2.0,4.5
A8_A4_2y35.11,1 - 1 - 1 - 24,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,38.4,36.4,40.4,0.142718,0.0203216,0.0070574,0.00075812,1.0,False,20.0,20.0,2.0,4.5
A8_A4_2y35.12,1 - 1 - 1 - 24,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,42.65,40.4,44.9,0.132124,0.0202328,0.00684018,0.000793932,1.0,False,20.0,20.0,2.0,4.5
A8_A4_2y35.13,1 - 1 - 1 - 24,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,47.55,44.9,50.2,0.123669,0.0181007,0.00681082,0.000758107,1.0,False,20.0,20.0,2.0,4.5
A8_A4_2y35.14,1 - 1 - 1 - 24,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,53.3,50.2,56.4,0.10887,0.0186421,0.00758723,0.000664773,1.0,False,20.0,20.0,2.0,4.5
A8_A4_2y35.15,1 - 1 - 1 - 24,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,60.15,56.4,63.9,0.0908992,0.0189995,0.00842272,0.000564986,1.0,False,20.0,20.0,2.0,4.5
A8_A4_2y35.16,1 - 1 - 1 - 24,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,68.65,63.9,73.4,0.0925139,0.0190126,0.00870465,0.000561231,1.0,False,20.0,20.0,2.0,4.5
A8_A4_2y35.17,1 - 1 - 1 - 24,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,79.4,73.4,85.4,0.0888254,0.0191335,0.00885456,0.000823825,1.0,False,20.0,20.0,2.0,4.5
A8_A4_2y35.18,1 - 1 - 1 - 24,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,95.2,85.4,105.0,0.121731,0.0261093,0.015068,0.00160921,1.0,False,20.0,20.0,2.0,4.5
