Name,A8_A1_1y2
Comment,ATLAS 8TeV angular coefficent A1
Reference,arXiv:1606.00689
Process type,DY
Number of points,23
Number of uncorr.errors,3
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Uncorr.Err.2,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8_A1_1y2.0,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,1.25,0.0,2.5,0.0182875,0.00752824,0.00419149,0.00202221,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.1,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,3.75,2.5,5.0,0.0156348,0.00287213,0.00207553,0.0010674,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.2,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,6.5,5.0,8.0,0.0171245,0.00244413,0.00180436,0.000711577,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.3,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,9.7,8.0,11.4,0.0212691,0.00241771,0.00179277,0.000638546,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.4,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,13.15,11.4,14.9,0.0265998,0.00229122,0.00172053,0.000665276,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.5,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,16.7,14.9,18.5,0.0323352,0.00256129,0.00174048,0.000704421,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.6,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,20.25,18.5,22.0,0.0377069,0.00304671,0.00192355,0.000732076,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.7,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,23.75,22.0,25.5,0.04241,0.00340981,0.00200202,0.000760806,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.8,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,27.25,25.5,29.0,0.0462956,0.00369746,0.00210027,0.00081792,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.9,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,30.8,29.0,32.6,0.04896,0.00406628,0.00225874,0.00092901,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.10,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,34.5,32.6,36.4,0.0515333,0.00468681,0.00251499,0.00110674,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.11,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,38.4,36.4,40.4,0.0527573,0.00546764,0.00293344,0.00134491,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.12,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,42.65,40.4,44.9,0.0536131,0.00618737,0.00326496,0.00161773,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.13,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,47.55,44.9,50.2,0.054622,0.0066988,0.00360882,0.00188441,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.14,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,53.3,50.2,56.4,0.056495,0.00714158,0.00380847,0.002099,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.15,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,60.15,56.4,63.9,0.0581243,0.00771979,0.00407976,0.00222542,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.16,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,68.65,63.9,73.4,0.0606143,0.00863249,0.00455848,0.00225781,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.17,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,79.4,73.4,85.4,0.0629968,0.00980326,0.00522381,0.00224616,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.18,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,95.2,85.4,105.0,0.0663635,0.0107899,0.00576901,0.00232709,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.19,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,118.5,105.0,132.0,0.0687262,0.011379,0.00568441,0.00276002,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.20,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,152.5,132.0,173.0,0.0705943,0.0126253,0.00603478,0.0039685,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.21,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,213.0,173.0,253.0,0.0704417,0.0193878,0.00905281,0.00658683,1.0,False,20.0,20.0,2.0,4.5
A8_A1_1y2.22,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,426.5,253.0,600.0,0.0668988,0.0366632,0.0158258,0.0115119,1.0,False,20.0,20.0,2.0,4.5
