Name,A8_A7_2y35
Comment,ATLAS 8TeV angular coefficent A7
Reference,arXiv:1606.00689
Process type,DY
Number of points,19
Number of uncorr.errors,3
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Uncorr.Err.2,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8_A7_2y35.0,1 / 1 / 1 / 27,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,1.25,0.0,2.5,-0.0234867,0.0132343,0.0069723,0.000177415,1.0,False,20.0,20.0,2.0,4.5
A8_A7_2y35.1,1 / 1 / 1 / 27,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,3.75,2.5,5.0,-0.00520252,0.0063596,0.00272179,0.00022781,1.0,False,20.0,20.0,2.0,4.5
A8_A7_2y35.2,1 / 1 / 1 / 27,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,6.5,5.0,8.0,-0.00420456,0.00585588,0.00260225,0.000148513,1.0,False,20.0,20.0,2.0,4.5
A8_A7_2y35.3,1 / 1 / 1 / 27,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,9.7,8.0,11.4,0.00736702,0.005696,0.00249747,6.58389e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A7_2y35.4,1 / 1 / 1 / 27,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,13.15,11.4,14.9,0.00588774,0.00625802,0.00248922,3.51244e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A7_2y35.5,1 / 1 / 1 / 27,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,16.7,14.9,18.5,0.00776884,0.00732117,0.00290549,6.45667e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A7_2y35.6,1 / 1 / 1 / 27,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,20.25,18.5,22.0,0.00582289,0.00851778,0.00335398,0.000135235,1.0,False,20.0,20.0,2.0,4.5
A8_A7_2y35.7,1 / 1 / 1 / 27,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,23.75,22.0,25.5,0.00950716,0.0100611,0.00354138,0.000217243,1.0,False,20.0,20.0,2.0,4.5
A8_A7_2y35.8,1 / 1 / 1 / 27,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,27.25,25.5,29.0,0.00473144,0.0111994,0.00386969,0.000282093,1.0,False,20.0,20.0,2.0,4.5
A8_A7_2y35.9,1 / 1 / 1 / 27,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,30.8,29.0,32.6,0.0102652,0.012773,0.00439308,0.00031118,1.0,False,20.0,20.0,2.0,4.5
A8_A7_2y35.10,1 / 1 / 1 / 27,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,34.5,32.6,36.4,0.0105778,0.0142308,0.0049379,0.000300461,1.0,False,20.0,20.0,2.0,4.5
A8_A7_2y35.11,1 / 1 / 1 / 27,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,38.4,36.4,40.4,0.00663481,0.0155839,0.00537579,0.000261298,1.0,False,20.0,20.0,2.0,4.5
A8_A7_2y35.12,1 / 1 / 1 / 27,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,42.65,40.4,44.9,0.0107768,0.0157815,0.00547426,0.00021746,1.0,False,20.0,20.0,2.0,4.5
A8_A7_2y35.13,1 / 1 / 1 / 27,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,47.55,44.9,50.2,0.00865624,0.0152491,0.00573021,0.000198287,1.0,False,20.0,20.0,2.0,4.5
A8_A7_2y35.14,1 / 1 / 1 / 27,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,53.3,50.2,56.4,0.00452571,0.016669,0.00664249,0.000228032,1.0,False,20.0,20.0,2.0,4.5
A8_A7_2y35.15,1 / 1 / 1 / 27,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,60.15,56.4,63.9,0.0044046,0.0177047,0.00772623,0.00031136,1.0,False,20.0,20.0,2.0,4.5
A8_A7_2y35.16,1 / 1 / 1 / 27,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,68.65,63.9,73.4,0.010971,0.0187548,0.00796758,0.000415009,1.0,False,20.0,20.0,2.0,4.5
A8_A7_2y35.17,1 / 1 / 1 / 27,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,79.4,73.4,85.4,0.0057381,0.021361,0.00942226,0.00044563,1.0,False,20.0,20.0,2.0,4.5
A8_A7_2y35.18,1 / 1 / 1 / 27,64000000.0,91.1876,80.0,100.0,2.75,2.0,3.5,95.2,85.4,105.0,-0.00505378,0.0319144,0.017048,0.000223779,1.0,False,20.0,20.0,2.0,4.5
