Name,A8_A3_1y2
Comment,ATLAS 8TeV angular coefficent A3
Reference,arXiv:1606.00689
Process type,DY
Number of points,23
Number of uncorr.errors,3
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Uncorr.Err.2,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8_A3_1y2.0,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,1.25,0.0,2.5,0.000602915,0.00596576,0.00301799,0.00138067,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.1,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,3.75,2.5,5.0,0.00355446,0.00223572,0.00117968,0.000615137,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.2,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,6.5,5.0,8.0,0.00480847,0.00178467,0.000859264,0.000300078,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.3,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,9.7,8.0,11.4,0.00541869,0.00176976,0.000914884,0.000213605,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.4,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,13.15,11.4,14.9,0.00528299,0.00164507,0.000853485,0.000221218,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.5,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,16.7,14.9,18.5,0.00518688,0.00177197,0.000858695,0.000252094,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.6,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,20.25,18.5,22.0,0.00482661,0.00208136,0.000991353,0.000278656,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.7,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,23.75,22.0,25.5,0.00473762,0.00231087,0.00108881,0.000299401,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.8,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,27.25,25.5,29.0,0.0046582,0.00246682,0.00112418,0.000325007,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.9,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,30.8,29.0,32.6,0.00512039,0.00264143,0.0011808,0.000367698,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.10,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,34.5,32.6,36.4,0.00580925,0.00293095,0.00133362,0.000433897,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.11,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,38.4,36.4,40.4,0.00707579,0.00334433,0.00153929,0.00052013,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.12,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,42.65,40.4,44.9,0.00910214,0.00368454,0.0017351,0.000612211,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.13,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,47.55,44.9,50.2,0.0118397,0.00391711,0.00186272,0.000687697,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.14,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,53.3,50.2,56.4,0.0156211,0.00421339,0.00209465,0.000721607,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.15,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,60.15,56.4,63.9,0.0205498,0.00484752,0.00238871,0.000695415,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.16,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,68.65,63.9,73.4,0.0267556,0.00586755,0.0029207,0.000609315,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.17,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,79.4,73.4,85.4,0.0349991,0.00709122,0.00350085,0.00049775,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.18,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,95.2,85.4,105.0,0.0454776,0.00814601,0.00406883,0.000448216,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.19,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,118.5,105.0,132.0,0.0584298,0.00930588,0.00436671,0.000623333,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.20,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,152.5,132.0,173.0,0.0753237,0.0120763,0.005558,0.00128619,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.21,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,213.0,173.0,253.0,0.0957384,0.0200007,0.00886493,0.00282895,1.0,False,20.0,20.0,2.0,4.5
A8_A3_1y2.22,1 / 1 / 1 / 23,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,426.5,253.0,600.0,0.121155,0.0360477,0.0148822,0.00580475,1.0,False,20.0,20.0,2.0,4.5
