Name,A8_A5_0y1
Comment,ATLAS 8TeV angular coefficent A5
Reference,arXiv:1606.00689
Process type,DY
Number of points,23
Number of uncorr.errors,3
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Uncorr.Err.2,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8_A5_0y1.0,1 / 1 / 1 / 25,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,1.25,0.0,2.5,-0.00239824,0.00548723,0.00293408,0.00135758,1.0,False,20.0,20.0,2.0,4.5
A8_A5_0y1.1,1 / 1 / 1 / 25,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,3.75,2.5,5.0,-0.00308143,0.00217392,0.00122172,0.000655273,1.0,False,20.0,20.0,2.0,4.5
A8_A5_0y1.2,1 / 1 / 1 / 25,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,6.5,5.0,8.0,-0.00301973,0.00166694,0.000867371,0.000352451,1.0,False,20.0,20.0,2.0,4.5
A8_A5_0y1.3,1 / 1 / 1 / 25,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,9.7,8.0,11.4,-0.00221513,0.00165805,0.000899449,0.000265801,1.0,False,20.0,20.0,2.0,4.5
A8_A5_0y1.4,1 / 1 / 1 / 25,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,13.15,11.4,14.9,-0.000950894,0.00155435,0.000845152,0.000279759,1.0,False,20.0,20.0,2.0,4.5
A8_A5_0y1.5,1 / 1 / 1 / 25,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,16.7,14.9,18.5,0.000355691,0.00164416,0.000839826,0.000328697,1.0,False,20.0,20.0,2.0,4.5
A8_A5_0y1.6,1 / 1 / 1 / 25,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,20.25,18.5,22.0,0.00163058,0.0018856,0.000963094,0.000381568,1.0,False,20.0,20.0,2.0,4.5
A8_A5_0y1.7,1 / 1 / 1 / 25,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,23.75,22.0,25.5,0.00264294,0.0020885,0.00105322,0.000429021,1.0,False,20.0,20.0,2.0,4.5
A8_A5_0y1.8,1 / 1 / 1 / 25,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,27.25,25.5,29.0,0.00340882,0.00219467,0.00108347,0.000472984,1.0,False,20.0,20.0,2.0,4.5
A8_A5_0y1.9,1 / 1 / 1 / 25,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,30.8,29.0,32.6,0.00358318,0.00228,0.00111199,0.000518713,1.0,False,20.0,20.0,2.0,4.5
A8_A5_0y1.10,1 / 1 / 1 / 25,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,34.5,32.6,36.4,0.00377072,0.00246457,0.00121294,0.000569318,1.0,False,20.0,20.0,2.0,4.5
A8_A5_0y1.11,1 / 1 / 1 / 25,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,38.4,36.4,40.4,0.00309783,0.00274911,0.00135504,0.000622739,1.0,False,20.0,20.0,2.0,4.5
A8_A5_0y1.12,1 / 1 / 1 / 25,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,42.65,40.4,44.9,0.00244351,0.00301917,0.00150318,0.000671209,1.0,False,20.0,20.0,2.0,4.5
A8_A5_0y1.13,1 / 1 / 1 / 25,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,47.55,44.9,50.2,0.00163823,0.00318975,0.0015851,0.000703173,1.0,False,20.0,20.0,2.0,4.5
A8_A5_0y1.14,1 / 1 / 1 / 25,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,53.3,50.2,56.4,0.00110303,0.00328527,0.00164258,0.000707679,1.0,False,20.0,20.0,2.0,4.5
A8_A5_0y1.15,1 / 1 / 1 / 25,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,60.15,56.4,63.9,0.000536294,0.00345647,0.00171225,0.000681234,1.0,False,20.0,20.0,2.0,4.5
A8_A5_0y1.16,1 / 1 / 1 / 25,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,68.65,63.9,73.4,0.00101653,0.00390621,0.00197496,0.000637133,1.0,False,20.0,20.0,2.0,4.5
