Name,A8_A6_1y2
Comment,ATLAS 8TeV angular coefficent A6
Reference,arXiv:1606.00689
Process type,DY
Number of points,23
Number of uncorr.errors,3
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Uncorr.Err.2,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8_A6_1y2.0,1 / 1 / 1 / 26,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,1.25,0.0,2.5,0.00318703,0.00465774,0.00249576,0.000233406,1.0,False,20.0,20.0,2.0,4.5
A8_A6_1y2.1,1 / 1 / 1 / 26,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,3.75,2.5,5.0,0.000378262,0.00210732,0.00114047,9.70258e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A6_1y2.2,1 / 1 / 1 / 26,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,6.5,5.0,8.0,-0.000433202,0.00199809,0.00102414,5.01985e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A6_1y2.3,1 / 1 / 1 / 26,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,9.7,8.0,11.4,-3.18014e-05,0.00195778,0.0010618,5.80296e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A6_1y2.4,1 / 1 / 1 / 26,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,13.15,11.4,14.9,0.000714933,0.00189519,0.00101251,9.3647e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A6_1y2.5,1 / 1 / 1 / 26,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,16.7,14.9,18.5,0.00170011,0.00208649,0.00106661,0.000137343,1.0,False,20.0,20.0,2.0,4.5
A8_A6_1y2.6,1 / 1 / 1 / 26,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,20.25,18.5,22.0,0.00242639,0.00240654,0.0012203,0.000175719,1.0,False,20.0,20.0,2.0,4.5
A8_A6_1y2.7,1 / 1 / 1 / 26,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,23.75,22.0,25.5,0.00305873,0.00262695,0.00131688,0.000200826,1.0,False,20.0,20.0,2.0,4.5
A8_A6_1y2.8,1 / 1 / 1 / 26,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,27.25,25.5,29.0,0.00326175,0.00274383,0.00136637,0.000209308,1.0,False,20.0,20.0,2.0,4.5
A8_A6_1y2.9,1 / 1 / 1 / 26,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,30.8,29.0,32.6,0.00370382,0.00285304,0.00139865,0.000201549,1.0,False,20.0,20.0,2.0,4.5
A8_A6_1y2.10,1 / 1 / 1 / 26,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,34.5,32.6,36.4,0.00415488,0.00306733,0.00148734,0.000180809,1.0,False,20.0,20.0,2.0,4.5
A8_A6_1y2.11,1 / 1 / 1 / 26,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,38.4,36.4,40.4,0.00497866,0.00339095,0.0016563,0.000152374,1.0,False,20.0,20.0,2.0,4.5
A8_A6_1y2.12,1 / 1 / 1 / 26,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,42.65,40.4,44.9,0.00616449,0.00367996,0.00181513,0.000122693,1.0,False,20.0,20.0,2.0,4.5
A8_A6_1y2.13,1 / 1 / 1 / 26,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,47.55,44.9,50.2,0.00798932,0.00382994,0.00189706,9.85249e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A6_1y2.14,1 / 1 / 1 / 26,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,53.3,50.2,56.4,0.0107737,0.00386358,0.00190528,8.60804e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A6_1y2.15,1 / 1 / 1 / 26,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,60.15,56.4,63.9,0.0134131,0.00392543,0.00194396,9.01646e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A6_1y2.16,1 / 1 / 1 / 26,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,68.65,63.9,73.4,0.0165583,0.00424468,0.00212786,0.00011332,1.0,False,20.0,20.0,2.0,4.5
