Name,A8_A6_0y1
Comment,ATLAS 8TeV angular coefficent A6
Reference,arXiv:1606.00689
Process type,DY
Number of points,23
Number of uncorr.errors,3
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Uncorr.Err.2,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8_A6_0y1.10,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,34.5,32.6,36.4,-0.00353869,0.00256392,0.00124904,0.0013491,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.11,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,38.4,36.4,40.4,-0.0038153,0.00282712,0.0013888,0.00149065,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.12,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,42.65,40.4,44.9,-0.0037398,0.00306875,0.00152177,0.00161182,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.13,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,47.55,44.9,50.2,-0.00278182,0.00320453,0.00159648,0.00168437,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.14,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,53.3,50.2,56.4,-0.000898888,0.0032437,0.00161168,0.00168284,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.15,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,60.15,56.4,63.9,0.00198832,0.00330299,0.00165567,0.00159704,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.16,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,68.65,63.9,73.4,0.0047703,0.00356931,0.00178187,0.00144843,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.17,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,79.4,73.4,85.4,0.0074844,0.00407902,0.00202968,0.00131049,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.18,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,95.2,85.4,105.0,0.00840381,0.00462037,0.0022931,0.00133296,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.19,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,118.5,105.0,132.0,0.00606241,0.00519399,0.0023931,0.00177003,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.20,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,152.5,132.0,173.0,-0.00195797,0.00665365,0.00289697,0.00301243,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.21,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,213.0,173.0,253.0,-0.0186054,0.0112132,0.00465819,0.00562348,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.22,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,426.5,253.0,600.0,-0.0470995,0.0208,0.0082128,0.010379,1.0,False,20.0,20.0,2.0,4.5
