Name,A8_A6_0y1
Comment,ATLAS 8TeV angular coefficent A6
Reference,arXiv:1606.00689
Process type,DY
Number of points,23
Number of uncorr.errors,3
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Uncorr.Err.2,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8_A6_0y1.0,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,1.25,0.0,2.5,0.00790601,0.00386731,0.00212925,0.00166115,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.1,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,3.75,2.5,5.0,0.000136099,0.00177759,0.000978813,0.000911346,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.2,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,6.5,5.0,8.0,-0.00303583,0.00167914,0.000881778,0.000635869,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.3,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,9.7,8.0,11.4,-0.00367755,0.00164248,0.000897275,0.000601938,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.4,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,13.15,11.4,14.9,-0.00295923,0.00159768,0.000849697,0.000670558,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.5,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,16.7,14.9,18.5,-0.00207298,0.00175711,0.000892798,0.000769753,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.6,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,20.25,18.5,22.0,-0.00140838,0.00202082,0.00102784,0.000871735,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.7,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,23.75,22.0,25.5,-0.00136434,0.00220598,0.00111878,0.000973989,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.8,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,27.25,25.5,29.0,-0.00180129,0.00229931,0.0011568,0.00108429,1.0,False,20.0,20.0,2.0,4.5
A8_A6_0y1.9,1 - 1 - 1 - 26,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,30.8,29.0,32.6,-0.00254469,0.00238442,0.00118618,0.00120963,1.0,False,20.0,20.0,2.0,4.5
