Name,A8_A0_1y2
Comment,ATLAS 8TeV angular coefficent A0
Reference,arXiv:1606.00689
Process type,DY
Number of points,23
Number of uncorr.errors,3
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Uncorr.Err.2,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8_A0_1y2.13,1 / 1 / 1 / 20,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,47.55,44.9,50.2,0.407526,0.00759658,0.00611714,0.00212459,1.0,False,20.0,20.0,2.0,4.5
A8_A0_1y2.14,1 / 1 / 1 / 20,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,53.3,50.2,56.4,0.463941,0.0074817,0.0059254,0.00206685,1.0,False,20.0,20.0,2.0,4.5
A8_A0_1y2.15,1 / 1 / 1 / 20,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,60.15,56.4,63.9,0.524489,0.0072001,0.00557056,0.00194803,1.0,False,20.0,20.0,2.0,4.5
A8_A0_1y2.16,1 / 1 / 1 / 20,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,68.65,63.9,73.4,0.588037,0.00717459,0.00524146,0.00184086,1.0,False,20.0,20.0,2.0,4.5
A8_A0_1y2.17,1 / 1 / 1 / 20,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,79.4,73.4,85.4,0.653829,0.00774501,0.0051602,0.00190424,1.0,False,20.0,20.0,2.0,4.5
A8_A0_1y2.18,1 / 1 / 1 / 20,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,95.2,85.4,105.0,0.720807,0.00865474,0.00539524,0.0024183,1.0,False,20.0,20.0,2.0,4.5
A8_A0_1y2.19,1 / 1 / 1 / 20,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,118.5,105.0,132.0,0.788165,0.00973287,0.00546028,0.00382491,1.0,False,20.0,20.0,2.0,4.5
A8_A0_1y2.20,1 / 1 / 1 / 20,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,152.5,132.0,173.0,0.854603,0.0123478,0.00613919,0.00677342,1.0,False,20.0,20.0,2.0,4.5
A8_A0_1y2.21,1 / 1 / 1 / 20,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,213.0,173.0,253.0,0.917581,0.0207633,0.00936361,0.0121718,1.0,False,20.0,20.0,2.0,4.5
A8_A0_1y2.22,1 / 1 / 1 / 20,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,426.5,253.0,600.0,0.975334,0.0391546,0.0169496,0.0212429,1.0,False,20.0,20.0,2.0,4.5
