Name,A8_A4_0y1
Comment,ATLAS 8TeV angular coefficent A4
Reference,arXiv:1606.00689
Process type,DY
Number of points,23
Number of uncorr.errors,3
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Uncorr.Err.2,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8_A4_0y1.0,1 / 1 / 1 / 24,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,1.25,0.0,2.5,0.0193576,0.00402643,0.00223014,0.000147701,1.0,False,20.0,20.0,2.0,4.5
A8_A4_0y1.1,1 / 1 / 1 / 24,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,3.75,2.5,5.0,0.0226108,0.00191012,0.00103989,9.85294e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A4_0y1.2,1 / 1 / 1 / 24,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,6.5,5.0,8.0,0.0230585,0.00195426,0.00102783,5.58618e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A4_0y1.3,1 / 1 / 1 / 24,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,9.7,8.0,11.4,0.0219814,0.00192467,0.00105502,1.96983e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A4_0y1.4,1 / 1 / 1 / 24,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,13.15,11.4,14.9,0.0202038,0.00189273,0.00101237,9.96101e-06,1.0,False,20.0,20.0,2.0,4.5
A8_A4_0y1.5,1 / 1 / 1 / 24,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,16.7,14.9,18.5,0.0184398,0.0021327,0.00107943,3.31162e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A4_0y1.6,1 / 1 / 1 / 24,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,20.25,18.5,22.0,0.0171416,0.00248723,0.0012644,4.97672e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A4_0y1.7,1 / 1 / 1 / 24,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,23.75,22.0,25.5,0.0162881,0.00275113,0.00137399,5.99141e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A4_0y1.8,1 / 1 / 1 / 24,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,27.25,25.5,29.0,0.0162451,0.00290163,0.00144219,6.35568e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A4_0y1.9,1 / 1 / 1 / 24,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,30.8,29.0,32.6,0.0164509,0.00304069,0.00148508,6.06954e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A4_0y1.10,1 / 1 / 1 / 24,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,34.5,32.6,36.4,0.0175107,0.00327853,0.00159198,5.13298e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A4_0y1.11,1 / 1 / 1 / 24,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,38.4,36.4,40.4,0.0185475,0.00362296,0.00176533,3.54601e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A4_0y1.12,1 / 1 / 1 / 24,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,42.65,40.4,44.9,0.0195417,0.00393756,0.00193999,1.30863e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A4_0y1.13,1 / 1 / 1 / 24,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,47.55,44.9,50.2,0.0202327,0.004108,0.00204502,1.57918e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A4_0y1.14,1 / 1 / 1 / 24,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,53.3,50.2,56.4,0.0204456,0.0041028,0.00203435,5.11739e-05,1.0,False,20.0,20.0,2.0,4.5
A8_A4_0y1.15,1 / 1 / 1 / 24,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,60.15,56.4,63.9,0.0202768,0.00402499,0.0019696,9.30602e-05,1.0,False,20.0,20.0,2.0,4.5
