Name,A8_A7_1y2
Comment,ATLAS 8TeV angular coefficent A7
Reference,arXiv:1606.00689
Process type,DY
Number of points,23
Number of uncorr.errors,3
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Uncorr.Err.2,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8_A7_1y2.0,1 - 1 - 1 - 27,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,1.25,0.0,2.5,0.0010168,0.00338792,0.00183836,0.000529077,1.0,False,20.0,20.0,2.0,4.5
A8_A7_1y2.1,1 - 1 - 1 - 27,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,3.75,2.5,5.0,0.000539298,0.00150428,0.000816882,0.000383896,1.0,False,20.0,20.0,2.0,4.5
A8_A7_1y2.2,1 - 1 - 1 - 27,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,6.5,5.0,8.0,-0.000130828,0.00143124,0.000744368,0.00035715,1.0,False,20.0,20.0,2.0,4.5
A8_A7_1y2.3,1 - 1 - 1 - 27,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,9.7,8.0,11.4,-0.000809071,0.00139675,0.000760429,0.000373814,1.0,False,20.0,20.0,2.0,4.5
A8_A7_1y2.4,1 - 1 - 1 - 27,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,13.15,11.4,14.9,-0.00130249,0.00135074,0.00072701,0.000397339,1.0,False,20.0,20.0,2.0,4.5
A8_A7_1y2.5,1 - 1 - 1 - 27,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,16.7,14.9,18.5,-0.00155244,0.00149852,0.000769509,0.000416601,1.0,False,20.0,20.0,2.0,4.5
A8_A7_1y2.6,1 - 1 - 1 - 27,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,20.25,18.5,22.0,-0.00137262,0.00173145,0.000882295,0.000435013,1.0,False,20.0,20.0,2.0,4.5
A8_A7_1y2.7,1 - 1 - 1 - 27,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,23.75,22.0,25.5,-0.000942885,0.00188863,0.000942111,0.000461785,1.0,False,20.0,20.0,2.0,4.5
A8_A7_1y2.8,1 - 1 - 1 - 27,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,27.25,25.5,29.0,-0.000127107,0.00197661,0.000975844,0.000505344,1.0,False,20.0,20.0,2.0,4.5
A8_A7_1y2.9,1 - 1 - 1 - 27,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,30.8,29.0,32.6,0.00107047,0.00207458,0.00100696,0.000568892,1.0,False,20.0,20.0,2.0,4.5
A8_A7_1y2.10,1 - 1 - 1 - 27,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,34.5,32.6,36.4,0.00241932,0.00226135,0.00110259,0.000648136,1.0,False,20.0,20.0,2.0,4.5
A8_A7_1y2.11,1 - 1 - 1 - 27,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,38.4,36.4,40.4,0.00398783,0.00252382,0.00124192,0.000731156,1.0,False,20.0,20.0,2.0,4.5
A8_A7_1y2.12,1 - 1 - 1 - 27,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,42.65,40.4,44.9,0.00556033,0.0027455,0.00136109,0.000800434,1.0,False,20.0,20.0,2.0,4.5
A8_A7_1y2.13,1 - 1 - 1 - 27,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,47.55,44.9,50.2,0.00701748,0.00285849,0.00142113,0.000837032,1.0,False,20.0,20.0,2.0,4.5
A8_A7_1y2.14,1 - 1 - 1 - 27,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,53.3,50.2,56.4,0.00830002,0.00291107,0.00144099,0.000826926,1.0,False,20.0,20.0,2.0,4.5
A8_A7_1y2.15,1 - 1 - 1 - 27,64000000.0,91.1876,80.0,100.0,1.5,1.0,2.0,60.15,56.4,63.9,0.00904559,0.00303955,0.00152832,0.000769488,1.0,False,20.0,20.0,2.0,4.5
