Name,A8_A1_0y1
Comment,ATLAS 8TeV angular coefficent A1
Reference,arXiv:1606.00689
Process type,DY
Number of points,23
Number of uncorr.errors,3
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Uncorr.Err.2,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8_A1_0y1.0,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,1.25,0.0,2.5,0.00657367,0.00584803,0.00316196,0.00229679,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.1,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,3.75,2.5,5.0,0.00354308,0.00228606,0.00146874,0.00114242,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.2,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,6.5,5.0,8.0,0.0019156,0.00202594,0.00131594,0.000639352,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.3,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,9.7,8.0,11.4,0.00156962,0.00199851,0.00133299,0.000496674,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.4,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,13.15,11.4,14.9,0.00264319,0.00191643,0.00126768,0.000533382,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.5,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,16.7,14.9,18.5,0.0044216,0.00217094,0.00127984,0.000648409,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.6,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,20.25,18.5,22.0,0.00710081,0.00256624,0.00144886,0.000794918,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.7,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,23.75,22.0,25.5,0.00978585,0.00287301,0.00157964,0.000958822,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.8,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,27.25,25.5,29.0,0.0123861,0.00310106,0.00165121,0.00114154,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.9,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,30.8,29.0,32.6,0.0151338,0.00340239,0.00182736,0.00134701,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.10,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,34.5,32.6,36.4,0.0166742,0.00392422,0.00202082,0.00157288,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.11,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,38.4,36.4,40.4,0.0176586,0.0045911,0.00234694,0.00180604,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.12,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,42.65,40.4,44.9,0.0177714,0.00520216,0.0027111,0.00202227,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.13,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,47.55,44.9,50.2,0.0166663,0.00565756,0.00296996,0.00219022,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.14,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,53.3,50.2,56.4,0.0148952,0.00600455,0.00312045,0.00227957,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.15,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,60.15,56.4,63.9,0.0128992,0.0064159,0.00330871,0.00227348,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.16,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,68.65,63.9,73.4,0.0103923,0.00707379,0.00365499,0.00218521,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.17,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,79.4,73.4,85.4,0.00946506,0.0080021,0.00394257,0.00207901,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.18,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,95.2,85.4,105.0,0.00986779,0.00878797,0.00444435,0.00209529,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.19,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,118.5,105.0,132.0,0.013371,0.00925936,0.00444441,0.00247996,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.20,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,152.5,132.0,173.0,0.0221727,0.0101237,0.00454489,0.00361801,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.21,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,213.0,173.0,253.0,0.0368012,0.015011,0.00636208,0.0060714,1.0,False,20.0,20.0,2.0,4.5
A8_A1_0y1.22,1 / 1 / 1 / 21,64000000.0,91.1876,80.0,100.0,0.5,0.0,1.0,426.5,253.0,600.0,0.0610457,0.0279174,0.0112929,0.0106211,1.0,False,20.0,20.0,2.0,4.5
