Name,E154.n
Comment,Taken from tables 1, 2, 3. Bin in Q and x guessed by us. No syst. uncert.
Reference,arXiv:hep-ex/9901006v1
Process type,G2
Number of points,17
Number of uncorr.errors,3
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,xSec,Uncorr.Err.0,Uncorr.Err.1,Uncorr.Err.2,Th.Factor,FiducialCuts,
E154.n.0,101,91.58912099999999,1.0954451150103321,1.0107121404818225,1.1801780895388418,0.017,0.014,0.02,7.540886250225076,15.74,2.24,0.17354112978311217,1.0
E154.n.1,101,91.58912099999999,1.2649110640673518,1.1801780895388418,1.3570243693431479,0.025,0.02,0.03,0.23361066539988334,7.19,0.98,0.09156789457304913,1.0
E154.n.2,101,91.58912099999999,1.449137674618944,1.3570243693431479,1.530794612139327,0.035,0.03,0.04,-7.871760018992148,4.91,0.96,0.05323723613266271,1.0
E154.n.3,101,91.58912099999999,1.61245154965971,1.530794612139327,1.7281802205591439,0.049,0.04,0.06,4.58130337684377,2.5,0.54,0.05122814910855258,1.0
E154.n.4,101,91.58912099999999,1.8439088914585775,1.7281802205591439,1.934377282295118,0.077,0.06,0.1,1.2633468580300269,1.34,0.25,0.04251967865825316,1.0
E154.n.5,101,91.58912099999999,2.0248456731316584,1.934377282295118,2.096397005999769,0.122,0.1,0.15,1.162318851431153,0.95,0.24,0.028371032514357644,1.0
E154.n.6,101,91.58912099999999,2.16794833886788,2.096397005999769,2.2131331484975614,0.173,0.15,0.2,-0.12633914501345073,0.81,0.14,0.015935057950094186,1.0
E154.n.7,101,91.58912099999999,2.258317958127243,2.2131331484975614,2.3123749356835446,0.242,0.2,0.3,-0.5078931828708164,0.51,0.11,0.010640358950796482,1.0
E154.n.8,101,91.58912099999999,2.3664319132398464,2.3123749356835446,2.3977117367690353,0.341,0.3,0.4,0.5312675174493835,0.46,0.15,0.0069950070252154635,1.0
E154.n.9,101,91.58912099999999,2.4289915602982237,2.3977117367690353,2.460271383827412,0.425,0.4,0.5,0.03826200856723371,0.57,0.02,0.005614797002308979,1.0
E154.n.10,101,91.58912099999999,2.345207879911715,2.1761710333676985,2.5142447264557313,0.084,0.06,0.1,4.015619530043392,2.4,0.43,0.05037133520981907,1.0
E154.n.11,101,91.58912099999999,2.6832815729997477,2.5142447264557313,2.8332841755175036,0.123,0.1,0.15,0.1724188697535642,1.0,0.2,0.029434726793379586,1.0
E154.n.12,101,91.58912099999999,2.9832867780352594,2.8332841755175036,3.127186112397242,0.173,0.15,0.2,0.35634005478479536,0.72,0.15,0.01632985546493376,1.0
E154.n.13,101,91.58912099999999,3.271085446759225,3.127186112397242,3.403309676345981,0.242,0.2,0.3,0.45560704016712766,0.41,0.1,0.010502579577840097,1.0
E154.n.14,101,91.58912099999999,3.5355339059327378,3.403309676345981,3.6251845150670396,0.342,0.3,0.4,-0.22675247271509255,0.31,0.04,0.006360890329013148,1.0
E154.n.15,101,91.58912099999999,3.714835124201342,3.6251845150670396,3.7939092352043797,0.442,0.4,0.5,-0.16030927748516502,0.24,0.03,0.004619739246993876,1.0
E154.n.16,101,91.58912099999999,3.872983346207417,3.7939092352043797,3.9520574572104543,0.564,0.5,0.7,-0.007551128768670098,0.13,0.01,0.0023340019712186862,1.0
