Name,HallA-2016-4.He3
Comment,E=4.74 GeV. Taken from table VIII in paper. Bin in Q guessed by us.
Reference,arXiv:1603.03612v3
Process type,G2
Number of points,13
Number of uncorr.errors,3
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,xSec,Uncorr.Err.0,Uncorr.Err.1,Uncorr.Err.2,Th.Factor,FiducialCuts,
HallA-2016-4.He3.0,102,9.783441,1.4275853739794337,1.3709885490986942,1.4841821988601733,0.277,0.253,0.30100000000000005,-0.03841797235474939,0.034,0.009,0.009172767792712951,1.0
HallA-2016-4.He3.1,102,9.783441,1.5407790237409127,1.4841821988601733,1.582639473397079,0.325,0.30100000000000005,0.34950000000000003,-0.023544736282777822,0.014,0.006,0.007834170730964485,1.0
HallA-2016-4.He3.2,102,9.783441,1.6244999230532453,1.582639473397079,1.6659185154748162,0.374,0.34950000000000003,0.399,-0.0412828050325472,0.009,0.005,0.0068210867664907845,1.0
HallA-2016-4.He3.3,102,9.783441,1.7073371078963873,1.6659185154748162,1.7447353303460122,0.424,0.399,0.4485,-0.008774457024379088,0.006,0.002,0.006123344903880418,1.0
HallA-2016-4.He3.4,102,9.783441,1.7821335527956372,1.7447353303460122,1.816404552563906,0.473,0.4485,0.498,-0.007920308081893791,0.004,0.001,0.005752736082962285,1.0
HallA-2016-4.He3.5,102,9.783441,1.8506755523321747,1.816404552563906,1.8821554181439097,0.523,0.498,0.5485,-0.006915711133720717,0.004,0.001,0.003563246062535863,1.0
HallA-2016-4.He3.6,102,9.783441,1.9136352839556445,1.8821554181439097,1.94246463761064,0.574,0.5485,0.5985,-0.004810485828375985,0.003,0.001,0.0025369088752027853,1.0
HallA-2016-4.He3.7,102,9.783441,1.9712939912656358,1.94246463761064,1.9867713635312323,0.623,0.5985,0.648,0.00016419128581994088,0.002,0.001,0.0035762701471131276,1.0
HallA-2016-4.He3.8,102,9.783441,2.002248735796829,1.9867713635312323,2.0387900173250495,0.673,0.648,0.698,-0.002048214371703208,0.002,0.001,0.002636157106836896,1.0
HallA-2016-4.He3.9,102,9.783441,2.07533129885327,2.0387900173250495,2.0987971210172196,0.723,0.698,0.748,-0.0036716231742154487,0.002,0.001,0.002188772774194283,1.0
HallA-2016-4.He3.10,102,9.783441,2.1222629431811693,2.0987971210172196,2.144413521658802,0.773,0.748,0.798,-0.002999572409379551,0.001,0.001,0.002235385885880449,1.0
HallA-2016-4.He3.11,102,9.783441,2.166564100136435,2.144413521658802,2.1873653802566593,0.823,0.798,0.8485,-1.4109801199613595e-05,0.001,0.0,0.0019374871245308384,1.0
HallA-2016-4.He3.12,102,9.783441,2.2081666603768837,2.1873653802566593,2.228967940497108,0.874,0.8485,0.8995,-0.0029104021931775975,0.001,0.001,0.001771626389890034,1.0
