Name,CMS13-04y08
Comment,CMS 13TeV 0.4<|y|<0.8 absolute
Reference,arXiv:1909.04133
Process type,DY
Number of points,33
Number of uncorr.errors,1
Number of corr.errors,1
Number of norm.errors,1
List of norm.errors (relative),0.025
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
CMS13-04y08.0,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,1.5,1.0,2.0,5.4329,0.13102475679714118,0.0054329,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.1,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,2.5,2.0,3.0,7.1818,0.14524763879320035,0.0071818,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.2,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,3.5,3.0,4.0,8.0824,0.14219804077412596,0.0080824,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.3,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,4.5,4.0,5.0,8.3632,0.1285357479458535,0.008363200000000001,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.4,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,5.5,5.0,6.0,8.0324,0.11403512090579805,0.0080324,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.5,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,6.5,6.0,7.0,7.4913,0.1001101133440073,0.0074913,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.6,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,7.5,7.0,8.0,7.0534,0.08448638159490557,0.0070534000000000005,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.7,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,8.5,8.0,9.0,6.5501,0.07239088577818342,0.0065501,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.8,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,9.5,9.0,10.0,6.0142,0.06438359709584422,0.0060142,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.9,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,10.5,10.0,11.0,5.4894,0.056445964204715295,0.0054894,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.10,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,11.5,11.0,12.0,5.0296,0.049955404112067746,0.0050296,2.0,True,25.0,25.0,-2.4,2.4
