Name,E605
Comment,E605 data
Reference,Phys.Rev.D 43 (1991) 2815
Process type,DY
Number of points,74
Number of uncorr.errors,2
Number of corr.errors,0
Number of norm.errors,1
List of norm.errors (relative),0.15
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
E605.7Q8.10,2 / 1 / 1 / 101,1502.3375999999998,7.5,7.0,8.0,0.1,-0.1,0.2,2.1,2.0,2.2,0.137,0.04841606,0.006850000000000001,0.523108966854212,False,0.0,0.0,-1000.0,1000.0
E605.8Q9.0,2 / 1 / 1 / 101,1502.3375999999998,8.5,8.0,9.0,0.1,-0.1,0.2,0.1,0.0,0.2,0.333,0.05811527,0.01665,11.933481644884699,False,0.0,0.0,-1000.0,1000.0
E605.8Q9.1,2 / 1 / 1 / 101,1502.3375999999998,8.5,8.0,9.0,0.1,-0.1,0.2,0.3,0.19999999999999998,0.4,0.439,0.07226365,0.02195,3.9799198214381124,False,0.0,0.0,-1000.0,1000.0
E605.8Q9.2,2 / 1 / 1 / 101,1502.3375999999998,8.5,8.0,9.0,0.1,-0.1,0.2,0.5,0.4,0.6,0.368,0.05982316,0.0184,2.3904610422213666,False,0.0,0.0,-1000.0,1000.0
E605.8Q9.3,2 / 1 / 1 / 101,1502.3375999999998,8.5,8.0,9.0,0.1,-0.1,0.2,0.7,0.6,0.7999999999999999,0.37,0.06006213,0.0185,1.7101570255514311,False,0.0,0.0,-1000.0,1000.0
E605.8Q9.4,2 / 1 / 1 / 101,1502.3375999999998,8.5,8.0,9.0,0.1,-0.1,0.2,0.9,0.8,1.0,0.259,0.04212647,0.012950000000000001,1.3329013334310238,False,0.0,0.0,-1000.0,1000.0
E605.8Q9.5,2 / 1 / 1 / 101,1502.3375999999998,8.5,8.0,9.0,0.1,-0.1,0.2,1.1,1.0,1.2000000000000002,0.224,0.0366258,0.011200000000000002,1.093391352521624,False,0.0,0.0,-1000.0,1000.0
E605.8Q9.6,2 / 1 / 1 / 101,1502.3375999999998,8.5,8.0,9.0,0.1,-0.1,0.2,1.3,1.2,1.4000000000000001,0.18,0.02983459,0.009,0.9280484518676618,False,0.0,0.0,-1000.0,1000.0
E605.8Q9.7,2 / 1 / 1 / 101,1502.3375999999998,8.5,8.0,9.0,0.1,-0.1,0.2,1.5,1.4,1.6,0.131,0.02221138,0.00655,0.8072020187221383,False,0.0,0.0,-1000.0,1000.0
E605.8Q9.8,2 / 1 / 1 / 101,1502.3375999999998,8.5,8.0,9.0,0.1,-0.1,0.2,1.7,1.5999999999999999,1.8,0.0875,0.01540697,0.0043749999999999995,0.7151435901419844,False,0.0,0.0,-1000.0,1000.0
E605.8Q9.9,2 / 1 / 1 / 101,1502.3375999999998,8.5,8.0,9.0,0.1,-0.1,0.2,1.9,1.7999999999999998,2.0,0.0713,0.01328583,0.0035650000000000005,0.6427783778375196,False,0.0,0.0,-1000.0,1000.0
E605.8Q9.10,2 / 1 / 1 / 101,1502.3375999999998,8.5,8.0,9.0,0.1,-0.1,0.2,2.1,2.0,2.2,0.0482,0.009907063,0.0024100000000000002,0.5844759237439149,False,0.0,0.0,-1000.0,1000.0
E605.8Q9.11,2 / 1 / 1 / 101,1502.3375999999998,8.5,8.0,9.0,0.1,-0.1,0.2,2.3,2.1999999999999997,2.4,0.0272,0.006918988,0.00136,0.536563893353375,False,0.0,0.0,-1000.0,1000.0
E605.8Q9.12,2 / 1 / 1 / 101,1502.3375999999998,8.5,8.0,9.0,0.1,-0.1,0.2,2.5,2.4,2.6,0.0217,0.006188275,0.001085,0.4965448493350621,False,0.0,0.0,-1000.0,1000.0
E605.8Q9.13,2 / 1 / 1 / 101,1502.3375999999998,8.5,8.0,9.0,0.1,-0.1,0.2,2.7,2.6,2.8000000000000003,0.0184,0.00640844,0.00092,0.4626611264733148,False,0.0,0.0,-1000.0,1000.0
E605.10Q11.0,2 / 1 / 1 / 101,1502.3375999999998,11.0,10.5,11.5,0.1,-0.1,0.2,0.1,0.0,0.2,0.0701,0.0139072,0.003505,15.288432598941382,False,0.0,0.0,-1000.0,1000.0
E605.10Q11.1,2 / 1 / 1 / 101,1502.3375999999998,11.0,10.5,11.5,0.1,-0.1,0.2,0.3,0.19999999999999998,0.4,0.0784,0.01357776,0.00392,5.097777764534674,False,0.0,0.0,-1000.0,1000.0
E605.10Q11.2,2 / 1 / 1 / 101,1502.3375999999998,11.0,10.5,11.5,0.1,-0.1,0.2,0.5,0.4,0.6,0.0712,0.01198793,0.0035600000000000002,3.060625994943029,False,0.0,0.0,-1000.0,1000.0
E605.10Q11.3,2 / 1 / 1 / 101,1502.3375999999998,11.0,10.5,11.5,0.1,-0.1,0.2,0.7,0.6,0.7999999999999999,0.0624,0.01040673,0.00312,2.1882590354895286,False,0.0,0.0,-1000.0,1000.0
E605.10Q11.4,2 / 1 / 1 / 101,1502.3375999999998,11.0,10.5,11.5,0.1,-0.1,0.2,0.9,0.8,1.0,0.0503,0.008383004,0.002515,1.7041521200183714,False,0.0,0.0,-1000.0,1000.0
E605.10Q11.5,2 / 1 / 1 / 101,1502.3375999999998,11.0,10.5,11.5,0.1,-0.1,0.2,1.1,1.0,1.2000000000000002,0.039,0.006504606,0.0019500000000000001,1.3965253510336249,False,0.0,0.0,-1000.0,1000.0
E605.10Q11.6,2 / 1 / 1 / 101,1502.3375999999998,11.0,10.5,11.5,0.1,-0.1,0.2,1.3,1.2,1.4000000000000001,0.0312,0.005237709,0.00156,1.183924576717045,False,0.0,0.0,-1000.0,1000.0
E605.10Q11.7,2 / 1 / 1 / 101,1502.3375999999998,11.0,10.5,11.5,0.1,-0.1,0.2,1.5,1.4,1.6,0.0234,0.003992368,0.00117,1.0283375676738746,False,0.0,0.0,-1000.0,1000.0
E605.10Q11.8,2 / 1 / 1 / 101,1502.3375999999998,11.0,10.5,11.5,0.1,-0.1,0.2,1.7,1.5999999999999999,1.8,0.0147,0.002542273,0.000735,0.9096399523857982,False,0.0,0.0,-1000.0,1000.0
E605.10Q11.9,2 / 1 / 1 / 101,1502.3375999999998,11.0,10.5,11.5,0.1,-0.1,0.2,1.9,1.7999999999999998,2.0,0.0131,0.002326768,0.0006550000000000001,0.8161805627792004,False,0.0,0.0,-1000.0,1000.0
E605.10Q11.10,2 / 1 / 1 / 101,1502.3375999999998,11.0,10.5,11.5,0.1,-0.1,0.2,2.1,2.0,2.2,0.00705,0.00132647,0.0003525,0.7407465830937328,False,0.0,0.0,-1000.0,1000.0
E605.10Q11.11,2 / 1 / 1 / 101,1502.3375999999998,11.0,10.5,11.5,0.1,-0.1,0.2,2.3,2.1999999999999997,2.4,0.005,0.0009967191,0.00025,0.6786338391018465,False,0.0,0.0,-1000.0,1000.0
E605.10Q11.12,2 / 1 / 1 / 101,1502.3375999999998,11.0,10.5,11.5,0.1,-0.1,0.2,2.5,2.4,2.6,0.00459,0.0009558172,0.00022950000000000002,0.6266433490135332,False,0.0,0.0,-1000.0,1000.0
E605.10Q11.13,2 / 1 / 1 / 101,1502.3375999999998,11.0,10.5,11.5,0.1,-0.1,0.2,2.7,2.6,2.8000000000000003,0.0033,0.0007853783,0.000165,0.5825238521627643,False,0.0,0.0,-1000.0,1000.0
E605.10Q11.14,2 / 1 / 1 / 101,1502.3375999999998,11.0,10.5,11.5,0.1,-0.1,0.2,2.9,2.8,3.0,0.00215,0.0005988418,0.00010750000000000001,0.54464501579332,False,0.0,0.0,-1000.0,1000.0
E605.10Q11.15,2 / 1 / 1 / 101,1502.3375999999998,11.0,10.5,11.5,0.1,-0.1,0.2,3.1,3.0,3.2,0.00159,0.0005811871,7.950000000000001e-05,0.5117971426779456,False,0.0,0.0,-1000.0,1000.0
E605.11Q13.0,2 / 1 / 1 / 101,1502.3375999999998,12.5,11.5,13.5,0.1,-0.1,0.2,0.1,0.0,0.2,0.0508,0.01028263,0.00254,17.31396765322159,False,0.0,0.0,-1000.0,1000.0
E605.11Q13.1,2 / 1 / 1 / 101,1502.3375999999998,12.5,11.5,13.5,0.1,-0.1,0.2,0.3,0.19999999999999998,0.4,0.0679,0.01175603,0.0033950000000000004,5.772765058576419,False,0.0,0.0,-1000.0,1000.0
E605.11Q13.2,2 / 1 / 1 / 101,1502.3375999999998,12.5,11.5,13.5,0.1,-0.1,0.2,0.5,0.4,0.6,0.0646,0.01092272,0.0032300000000000002,3.4653893956521253,False,0.0,0.0,-1000.0,1000.0
E605.11Q13.3,2 / 1 / 1 / 101,1502.3375999999998,12.5,11.5,13.5,0.1,-0.1,0.2,0.7,0.6,0.7999999999999999,0.0492,0.008211754,0.0024600000000000004,2.477130941140011,False,0.0,0.0,-1000.0,1000.0
E605.11Q13.4,2 / 1 / 1 / 101,1502.3375999999998,12.5,11.5,13.5,0.1,-0.1,0.2,0.9,0.8,1.0,0.0417,0.006947543,0.002085,1.928577147317699,False,0.0,0.0,-1000.0,1000.0
E605.11Q13.5,2 / 1 / 1 / 101,1502.3375999999998,12.5,11.5,13.5,0.1,-0.1,0.2,1.1,1.0,1.2000000000000002,0.0323,0.005401838,0.0016150000000000001,1.579887940241176,False,0.0,0.0,-1000.0,1000.0
E605.11Q13.6,2 / 1 / 1 / 101,1502.3375999999998,12.5,11.5,13.5,0.1,-0.1,0.2,1.3,1.2,1.4000000000000001,0.0247,0.004169394,0.001235,1.3388168974138939,False,0.0,0.0,-1000.0,1000.0
E605.11Q13.7,2 / 1 / 1 / 101,1502.3375999999998,12.5,11.5,13.5,0.1,-0.1,0.2,1.5,1.4,1.6,0.0194,0.003290152,0.00097,1.1623154840605396,False,0.0,0.0,-1000.0,1000.0
E605.11Q13.8,2 / 1 / 1 / 101,1502.3375999999998,12.5,11.5,13.5,0.1,-0.1,0.2,1.7,1.5999999999999999,1.8,0.0137,0.002375884,0.0006850000000000001,1.0275931232430482,False,0.0,0.0,-1000.0,1000.0
E605.11Q13.9,2 / 1 / 1 / 101,1502.3375999999998,12.5,11.5,13.5,0.1,-0.1,0.2,1.9,1.7999999999999998,2.0,0.00866,0.001552176,0.000433,0.9214551169572441,False,0.0,0.0,-1000.0,1000.0
E605.11Q13.10,2 / 1 / 1 / 101,1502.3375999999998,12.5,11.5,13.5,0.1,-0.1,0.2,2.1,2.0,2.2,0.00679,0.001247838,0.0003395,0.83573318419198,False,0.0,0.0,-1000.0,1000.0
E605.11Q13.11,2 / 1 / 1 / 101,1502.3375999999998,12.5,11.5,13.5,0.1,-0.1,0.2,2.3,2.1999999999999997,2.4,0.0044,0.0008868484,0.00022000000000000003,0.765100066464164,False,0.0,0.0,-1000.0,1000.0
E605.11Q13.12,2 / 1 / 1 / 101,1502.3375999999998,12.5,11.5,13.5,0.1,-0.1,0.2,2.5,2.4,2.6,0.00334,0.0007156668,0.00016700000000000002,0.7059331230123606,False,0.0,0.0,-1000.0,1000.0
E605.11Q13.13,2 / 1 / 1 / 101,1502.3375999999998,12.5,11.5,13.5,0.1,-0.1,0.2,2.7,2.6,2.8000000000000003,0.00262,0.0005899237,0.000131,0.6556829950551033,False,0.0,0.0,-1000.0,1000.0
E605.11Q13.14,2 / 1 / 1 / 101,1502.3375999999998,12.5,11.5,13.5,0.1,-0.1,0.2,2.9,2.8,3.0,0.00165,0.0004206691,8.25e-05,0.6125035126396918,False,0.0,0.0,-1000.0,1000.0
E605.11Q13.15,2 / 1 / 1 / 101,1502.3375999999998,12.5,11.5,13.5,0.1,-0.1,0.2,3.1,3.0,3.2,0.0012,0.0003415494,5.9999999999999995e-05,0.5750248635287288,False,0.0,0.0,-1000.0,1000.0
E605.11Q13.16,2 / 1 / 1 / 101,1502.3375999999998,12.5,11.5,13.5,0.1,-0.1,0.2,3.3,3.1999999999999997,3.4,0.00111,0.0003458417,5.550000000000001e-05,0.5422092462635643,False,0.0,0.0,-1000.0,1000.0
E605.11Q13.17,2 / 1 / 1 / 101,1502.3375999999998,12.5,11.5,13.5,0.1,-0.1,0.2,3.5,3.4,3.6,0.000654,0.0002640869,3.27e-05,0.5132560137087382,False,0.0,0.0,-1000.0,1000.0
E605.13Q18.0,2 / 1 / 1 / 101,1502.3375999999998,15.75,13.5,18.0,0.1,-0.1,0.2,0.1,0.0,0.2,0.024,0.00664918,0.0012000000000000001,21.720379717096726,False,0.0,0.0,-1000.0,1000.0
E605.13Q18.1,2 / 1 / 1 / 101,1502.3375999999998,15.75,13.5,18.0,0.1,-0.1,0.2,0.3,0.19999999999999998,0.4,0.0206,0.004361078,0.00103,7.24127649084477,False,0.0,0.0,-1000.0,1000.0
E605.13Q18.2,2 / 1 / 1 / 101,1502.3375999999998,15.75,13.5,18.0,0.1,-0.1,0.2,0.5,0.4,0.6,0.0188,0.003656898,0.0009400000000000001,4.346145468092473,False,0.0,0.0,-1000.0,1000.0
E605.13Q18.3,2 / 1 / 1 / 101,1502.3375999999998,15.75,13.5,18.0,0.1,-0.1,0.2,0.7,0.6,0.7999999999999999,0.0171,0.003204473,0.0008550000000000001,3.1058671484136777,False,0.0,0.0,-1000.0,1000.0
E605.13Q18.4,2 / 1 / 1 / 101,1502.3375999999998,15.75,13.5,18.0,0.1,-0.1,0.2,0.9,0.8,1.0,0.00973,0.001926765,0.00048650000000000006,2.4172058505120018,False,0.0,0.0,-1000.0,1000.0
E605.13Q18.5,2 / 1 / 1 / 101,1502.3375999999998,15.75,13.5,18.0,0.1,-0.1,0.2,1.1,1.0,1.2000000000000002,0.0107,0.002012548,0.000535,1.9792789686156735,False,0.0,0.0,-1000.0,1000.0
E605.13Q18.6,2 / 1 / 1 / 101,1502.3375999999998,15.75,13.5,18.0,0.1,-0.1,0.2,1.3,1.2,1.4000000000000001,0.00791,0.001528674,0.0003955,1.6763623001833148,False,0.0,0.0,-1000.0,1000.0
E605.13Q18.7,2 / 1 / 1 / 101,1502.3375999999998,15.75,13.5,18.0,0.1,-0.1,0.2,1.5,1.4,1.6,0.00605,0.001183584,0.00030250000000000003,1.4544511116914516,False,0.0,0.0,-1000.0,1000.0
E605.13Q18.8,2 / 1 / 1 / 101,1502.3375999999998,15.75,13.5,18.0,0.1,-0.1,0.2,1.7,1.5999999999999999,1.8,0.0035,0.000751885,0.00017500000000000003,1.2849545699597695,False,0.0,0.0,-1000.0,1000.0
E605.13Q18.9,2 / 1 / 1 / 101,1502.3375999999998,15.75,13.5,18.0,0.1,-0.1,0.2,1.9,1.7999999999999998,2.0,0.00194,0.0004721981,9.700000000000001e-05,1.1513200065061266,False,0.0,0.0,-1000.0,1000.0
E605.13Q18.10,2 / 1 / 1 / 101,1502.3375999999998,15.75,13.5,18.0,0.1,-0.1,0.2,2.1,2.0,2.2,0.002,0.00048369,0.0001,1.043300459571509,False,0.0,0.0,-1000.0,1000.0
E605.13Q18.11,2 / 1 / 1 / 101,1502.3375999999998,15.75,13.5,18.0,0.1,-0.1,0.2,2.3,2.1999999999999997,2.4,0.00136,0.0003642472,6.800000000000001e-05,0.9542130639220685,False,0.0,0.0,-1000.0,1000.0
E605.13Q18.12,2 / 1 / 1 / 101,1502.3375999999998,15.75,13.5,18.0,0.1,-0.1,0.2,2.5,2.4,2.6,0.00136,0.0003594218,6.800000000000001e-05,0.8795134136662646,False,0.0,0.0,-1000.0,1000.0
E605.13Q18.13,2 / 1 / 1 / 101,1502.3375999999998,15.75,13.5,18.0,0.1,-0.1,0.2,2.7,2.6,2.8000000000000003,0.0006,0.0002132627,2.9999999999999997e-05,0.8160035417020939,False,0.0,0.0,-1000.0,1000.0
E605.13Q18.14,2 / 1 / 1 / 101,1502.3375999999998,15.75,13.5,18.0,0.1,-0.1,0.2,2.9,2.8,3.0,0.000435,0.0001796848,2.175e-05,0.7613676318973059,False,0.0,0.0,-1000.0,1000.0
