Name,CMS13-08y12
Comment,CMS 13TeV 0.8<|y|<1.2 absolute
Reference,arXiv:1909.04133
Process type,DY
Number of points,33
Number of uncorr.errors,1
Number of corr.errors,1
Number of norm.errors,1
List of norm.errors (relative),0.025
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
CMS13-08y12.19,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,30.0,28.0,32.0,1.3848,0.01502290654300957,0.0013848,0.5,True,25.0,25.0,-2.4,2.4
CMS13-08y12.20,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,34.5,32.0,37.0,1.0655,0.011878516310970835,0.0010654999999999998,0.4,True,25.0,25.0,-2.4,2.4
CMS13-08y12.21,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,40.0,37.0,43.0,0.79612,0.009437124562068676,0.0007961200000000001,0.3333333333333333,True,25.0,25.0,-2.4,2.4
CMS13-08y12.22,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,47.5,43.0,52.0,0.55071,0.007120327235282092,0.00055071,0.2222222222222222,True,25.0,25.0,-2.4,2.4
CMS13-08y12.23,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,58.5,52.0,65.0,0.32948,0.004588474740041618,0.00032948,0.15384615384615385,True,25.0,25.0,-2.4,2.4
CMS13-08y12.24,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,75.0,65.0,85.0,0.17423,0.002600727888015198,0.00017423,0.1,True,25.0,25.0,-2.4,2.4
CMS13-08y12.25,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,102.5,85.0,120.0,0.074511,0.0012793613013433699,7.451099999999999e-05,0.05714285714285714,True,25.0,25.0,-2.4,2.4
CMS13-08y12.26,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,140.0,120.0,160.0,0.027474,0.0005635743237586326,2.7473999999999998e-05,0.05,True,25.0,25.0,-2.4,2.4
CMS13-08y12.27,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,175.0,160.0,190.0,0.011644,0.00027404530647321806,1.1644e-05,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-08y12.28,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,205.0,190.0,220.0,0.0062787,0.00016634142010861275,6.2787e-06,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-08y12.29,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,235.0,220.0,250.0,0.0035819,0.00010538201622549269,3.5819e-06,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-08y12.30,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,275.0,250.0,300.0,0.0018354,5.8354550216756865e-05,1.8354e-06,0.04,True,25.0,25.0,-2.4,2.4
CMS13-08y12.31,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,350.0,300.0,400.0,0.00060078,2.140891692146055e-05,6.0078e-07,0.02,True,25.0,25.0,-2.4,2.4
CMS13-08y12.32,1 / 1 / 1 / 3,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,950.0,400.0,1500.0,2.4964e-05,1.0443250212457805e-06,2.4964e-08,0.0018181818181818182,True,25.0,25.0,-2.4,2.4
